ID	Type	ExType	ExTitle	ExTitleText	SeasonID	SeasonTitle	SeasonText	BannerID	BannerTitle	BannerText	Title	TitleText	DialogueID	IsSub	UnlockLevel	DialogueType
278	2	13	33501	原罪迷子	1	320190	第一季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/Sin.png	33501	原罪迷子	320183	第三节	273	0	0	999
279	2	13	33501	原罪迷子	1	320190	第一季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/Sin.png	33501	原罪迷子	320184	第四节	274	0	0	999
280	2	13	33501	原罪迷子	1	320190	第一季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/Sin.png	33501	原罪迷子	320185	第五节	275	0	0	999
281	2	13	33501	原罪迷子	1	320190	第一季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/Sin.png	33501	原罪迷子	320186	第六节	276	0	0	999
282	2	13	33501	原罪迷子	1	320190	第一季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/Sin.png	33501	原罪迷子	320187	第七节	277	0	0	999
283	2	13	33501	原罪迷子	2	320191	第二季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/Sin.png	71093	罪之本愿	320181	第一节	278	0	0	999
284	2	13	33501	原罪迷子	2	320191	第二季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/Sin.png	71093	罪之本愿	320182	第二节	279	0	0	999
285	2	13	33501	原罪迷子	2	320191	第二季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/Sin.png	71093	罪之本愿	320183	第三节	280	0	0	999
286	2	13	33501	原罪迷子	2	320191	第二季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/Sin.png	71093	罪之本愿	320184	第四节	281	0	0	999
287	2	13	33501	原罪迷子	2	320191	第二季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/Sin.png	71093	罪之本愿	320185	第五节	282	0	0	999
288	2	13	33501	原罪迷子	2	320191	第二季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/Sin.png	71093	罪之本愿	320186	第六节	283	0	0	999
289	2	13	33501	原罪迷子	2	320191	第二季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/Sin.png	71093	罪之本愿	320187	第七节	284	0	0	999
290	2	14	234802	迷宫要塞	1	320190	第一季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/Maze.png	234802	迷宫要塞	320181	第一节	285	0	0	999
291	2	14	234802	迷宫要塞	1	320190	第一季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/Maze.png	234802	迷宫要塞	320182	第二节	286	0	0	999
292	2	14	234802	迷宫要塞	2	320191	第二季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/Maze.png	320217	外传·学园怪谈	320181	第一节	287	0	0	999
293	2	14	234802	迷宫要塞	2	320191	第二季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/Maze.png	320217	外传·学园怪谈	320182	第二节	288	0	0	999
294	2	14	234802	迷宫要塞	2	320191	第二季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/Maze.png	320217	外传·学园怪谈	320183	第三节	289	0	0	999
295	2	14	234802	迷宫要塞	2	320191	第二季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/Maze.png	320217	外传·学园怪谈	320184	第四节	290	0	0	999
296	2	14	234802	迷宫要塞	2	320191	第二季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/Maze.png	320217	外传·学园怪谈	320185	第五节	291	0	0	999
297	2	14	234802	迷宫要塞	2	320191	第二季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/Maze.png	320217	外传·学园怪谈	320186	第六节	292	0	0	999
298	2	14	234802	迷宫要塞	3	320192	第三季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/Maze.png	39890	失落终端	320181	第一节	293	0	0	999
299	2	14	234802	迷宫要塞	3	320192	第三季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/Maze.png	39890	失落终端	320182	第二节	294	0	0	999
300	2	14	234802	迷宫要塞	3	320192	第三季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/Maze.png	39890	失落终端	320183	第三节	295	0	0	999
301	2	14	234802	迷宫要塞	3	320192	第三季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/Maze.png	39890	失落终端	320184	第四节	296	0	0	999
302	2	14	234802	迷宫要塞	3	320192	第三季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/Maze.png	39890	失落终端	320185	第五节	297	0	0	999
303	2	14	234802	迷宫要塞	3	320192	第三季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/Maze.png	39890	失落终端	320218	遗留文件	298	0	0	999
304	2	5	19984	里世界	1	320190	第一季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/InsideWorld1.png	320219	监视者	320181	第一节	299	0	0	999
305	2	5	19984	里世界	1	320190	第一季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/InsideWorld1.png	320219	监视者	320182	第二节	300	0	0	999
306	2	5	19984	里世界	1	320190	第一季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/InsideWorld1.png	320219	监视者	320183	第三节	301	0	0	999
307	2	5	19984	里世界	1	320190	第一季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/InsideWorld1.png	320219	监视者	320184	第四节	302	0	0	999
308	2	5	19984	里世界	1	320190	第一季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/InsideWorld1.png	320219	监视者	320185	第五节	303	0	0	999
309	2	5	19984	里世界	1	320190	第一季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/InsideWorld1.png	320219	监视者	320186	第六节	304	0	0	999
310	2	5	19984	里世界	2	320191	第二季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/InsideWorld22.png	320220	守望者	320181	第一节	305	0	0	999
311	2	5	19984	里世界	2	320191	第二季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/InsideWorld22.png	320220	守望者	320182	第二节	306	0	0	999
312	2	5	19984	里世界	2	320191	第二季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/InsideWorld22.png	320220	守望者	320183	第三节	307	0	0	999
313	2	5	19984	里世界	2	320191	第二季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/InsideWorld22.png	320220	守望者	320184	第四节	308	0	0	999
314	2	5	19984	里世界	2	320191	第二季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/InsideWorld22.png	320220	守望者	320185	第五节	309	0	0	999
315	2	5	19984	里世界	3	320192	第三季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/InsideWorld.png	320221	探究者	320181	第一节	310	0	0	999
316	3	16	131026	耀夜姬	1	131026	耀夜姬	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/Kaguya.png	131026	耀夜姬	71368	耀夜姬·初月	311	0	0	999
317	3	16	131026	耀夜姬	1	131026	耀夜姬	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/Kaguya.png	131026	耀夜姬	71369	耀夜姬·三日月	312	0	0	999
318	3	16	131026	耀夜姬	1	131026	耀夜姬	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/Kaguya.png	131026	耀夜姬	71370	耀夜姬·待宵	313	0	0	999
319	3	17	204551	柯罗伊	1	204551	柯罗伊	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/Chloe.png	204551	柯罗伊	120044	柯罗伊·剧场	314	0	0	999
320	3	17	204551	柯罗伊	1	204551	柯罗伊	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/Chloe.png	204551	柯罗伊	120045	柯罗伊·梦境	315	0	0	999
321	3	18	204591	时雨绮罗	1	204591	时雨绮罗	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/ShigureQiLuo.png	204591	时雨绮罗	120046	绮罗·白花	316	0	0	999
322	3	18	204591	时雨绮罗	1	204591	时雨绮罗	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/ShigureQiLuo.png	204591	时雨绮罗	120047	绮罗·黑渊	317	0	0	999
323	4	19	320222	崩坏侦探少女	1	320190	第一季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/AdditionalDetective.png	320222	崩坏侦探少女	320181	第一节	318	0	0	999
324	4	19	320222	崩坏侦探少女	1	320190	第一季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/AdditionalDetective.png	320222	崩坏侦探少女	320182	第二节	319	0	0	999
325	4	19	320222	崩坏侦探少女	1	320190	第一季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/AdditionalDetective.png	320222	崩坏侦探少女	320183	第三节	320	0	0	999
326	4	19	320222	崩坏侦探少女	1	320190	第一季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/AdditionalDetective.png	320222	崩坏侦探少女	320184	第四节	321	0	0	999
327	4	19	320222	崩坏侦探少女	1	320190	第一季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/AdditionalDetective.png	320222	崩坏侦探少女	320185	第五节	322	0	0	999
328	4	19	320222	崩坏侦探少女	2	320191	第二季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/AdditionalDetective.png	320222	崩坏侦探少女	320181	第一节	323	0	0	999
329	4	19	320222	崩坏侦探少女	2	320191	第二季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/AdditionalDetective.png	320222	崩坏侦探少女	320182	第二节	324	0	0	999
330	4	19	320222	崩坏侦探少女	2	320191	第二季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/AdditionalDetective.png	320222	崩坏侦探少女	320183	第三节	325	0	0	999
331	4	19	320222	崩坏侦探少女	2	320191	第二季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/AdditionalDetective.png	320222	崩坏侦探少女	320184	第四节	326	0	0	999
332	4	19	320222	崩坏侦探少女	3	320192	第三季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/AdditionalDetective.png	320222	崩坏侦探少女	320181	第一节	327	0	0	999
333	4	19	320222	崩坏侦探少女	3	320192	第三季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/AdditionalDetective.png	320222	崩坏侦探少女	320182	第二节	328	0	0	999
334	4	19	320222	崩坏侦探少女	3	320192	第三季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/AdditionalDetective.png	320222	崩坏侦探少女	320183	第三节	329	0	0	999
335	4	20	320223	崩坏海盗少女	1	320190	第一季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/DeepSeaV2.png	320223	崩坏海盗少女	320181	第一节	330	0	0	999
336	4	20	320223	崩坏海盗少女	1	320190	第一季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/DeepSeaV2.png	320223	崩坏海盗少女	320182	第二节	331	0	0	999
337	4	20	320223	崩坏海盗少女	1	320190	第一季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/DeepSeaV2.png	320223	崩坏海盗少女	320183	第三节	332	0	0	999
338	4	20	320223	崩坏海盗少女	1	320190	第一季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/DeepSeaV2.png	320223	崩坏海盗少女	320184	第四节	333	0	0	999
339	4	20	320223	崩坏海盗少女	2	320191	第二季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/DeepSeaV2.png	320223	崩坏海盗少女	320181	第一节	334	0	0	999
340	4	20	320223	崩坏海盗少女	2	320191	第二季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/DeepSeaV2.png	320223	崩坏海盗少女	320182	第二节	335	0	0	999
341	4	20	320223	崩坏海盗少女	2	320191	第二季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/DeepSeaV2.png	320223	崩坏海盗少女	320183	第三节	336	0	0	999
342	4	20	320223	崩坏海盗少女	2	320191	第二季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/DeepSeaV2.png	320223	崩坏海盗少女	320184	第四节	337	0	0	999
343	4	20	320223	崩坏海盗少女	2	320191	第二季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/DeepSeaV2.png	320223	崩坏海盗少女	320185	第五节	338	0	0	999
344	4	20	320223	崩坏海盗少女	2	320191	第二季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/DeepSeaV2.png	320223	崩坏海盗少女	320186	第六节	339	0	0	999
345	4	21	320250	崩坏嘉年华	1	320190	第一季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/Carnival.png	320250	崩坏嘉年华	320181	第一节	340	0	0	999
346	4	21	320250	崩坏嘉年华	1	320190	第一季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/Carnival.png	320250	崩坏嘉年华	320182	第二节	341	0	0	999
347	4	21	320250	崩坏嘉年华	1	320190	第一季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/Carnival.png	320250	崩坏嘉年华	320183	第三节	342	0	0	999
348	4	21	320250	崩坏嘉年华	1	320190	第一季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/Carnival.png	320250	崩坏嘉年华	320184	第四节	343	0	0	999
349	4	21	320250	崩坏嘉年华	1	320190	第一季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/Carnival.png	320250	崩坏嘉年华	320185	第五节	344	0	0	999
350	4	21	320250	崩坏嘉年华	1	320190	第一季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/Carnival.png	320250	崩坏嘉年华	320186	第六节	345	0	0	999
351	4	21	320250	崩坏嘉年华	1	320190	第一季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/Carnival.png	320250	崩坏嘉年华	320187	第七节	346	0	0	999
352	4	21	320250	崩坏嘉年华	1	320190	第一季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/Carnival.png	320250	崩坏嘉年华	320188	第八节	347	0	0	999
353	4	21	320250	崩坏嘉年华	1	320190	第一季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/Carnival.png	320250	崩坏嘉年华	320189	第九节	348	0	0	999
354	4	21	320250	崩坏嘉年华	1	320190	第一季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/Carnival.png	320250	崩坏嘉年华	320208	第十节	349	0	0	999
355	4	21	320250	崩坏嘉年华	2	320191	第二季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/Carnival.png	320250	崩坏嘉年华	320181	第一节	350	0	0	999
356	4	21	320250	崩坏嘉年华	2	320191	第二季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/Carnival.png	320250	崩坏嘉年华	320182	第二节	351	0	0	999
357	4	21	320250	崩坏嘉年华	2	320191	第二季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/Carnival.png	320250	崩坏嘉年华	320183	第三节	352	0	0	999
358	4	21	320250	崩坏嘉年华	2	320191	第二季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/Carnival.png	320250	崩坏嘉年华	320184	第四节	353	0	0	999
359	4	21	320250	崩坏嘉年华	2	320191	第二季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/Carnival.png	320250	崩坏嘉年华	320185	第五节	354	0	0	999
360	4	21	320250	崩坏嘉年华	2	320191	第二季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/Carnival.png	320250	崩坏嘉年华	320186	第六节	355	0	0	999
361	4	21	320250	崩坏嘉年华	2	320191	第二季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/Carnival.png	320250	崩坏嘉年华	320187	第七节	356	0	0	999
362	4	21	320250	崩坏嘉年华	2	320191	第二季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/Carnival.png	320250	崩坏嘉年华	320188	第八节	357	0	0	999
363	4	21	320250	崩坏嘉年华	2	320191	第二季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/Carnival.png	320250	崩坏嘉年华	320189	第九节	358	0	0	999
364	4	21	320250	崩坏嘉年华	2	320191	第二季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/Carnival.png	320250	崩坏嘉年华	320208	第十节	359	0	0	999
365	4	21	320250	崩坏嘉年华	3	320192	第三季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/Carnival.png	320250	崩坏嘉年华	320181	第一节	360	0	0	999
366	4	21	320250	崩坏嘉年华	3	320192	第三季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/Carnival.png	320250	崩坏嘉年华	320182	第二节	361	0	0	999
367	4	21	320250	崩坏嘉年华	3	320192	第三季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/Carnival.png	320250	崩坏嘉年华	320183	第三节	362	0	0	999
368	4	21	320250	崩坏嘉年华	3	320192	第三季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/Carnival.png	320250	崩坏嘉年华	320184	第四节	363	0	0	999
369	4	21	320250	崩坏嘉年华	3	320192	第三季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/Carnival.png	320250	崩坏嘉年华	320185	第五节	364	0	0	999
370	4	21	320250	崩坏嘉年华	4	320193	第四季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/Carnival.png	320250	崩坏嘉年华	320181	第一节	365	0	0	999
371	4	21	320250	崩坏嘉年华	4	320193	第四季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/Carnival.png	320250	崩坏嘉年华	320182	第二节	366	0	0	999
372	4	21	320250	崩坏嘉年华	4	320193	第四季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/Carnival.png	320250	崩坏嘉年华	320183	第三节	367	0	0	999
373	4	21	320250	崩坏嘉年华	4	320193	第四季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/Carnival.png	320250	崩坏嘉年华	320184	第四节	368	0	0	999
374	4	21	320250	崩坏嘉年华	4	320193	第四季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/Carnival.png	320250	崩坏嘉年华	320185	第五节	369	0	0	999
375	4	21	320250	崩坏嘉年华	5	320194	第五季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/Carnival.png	320250	崩坏嘉年华	320181	第一节	370	0	0	999
376	4	21	320250	崩坏嘉年华	5	320194	第五季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/Carnival.png	320250	崩坏嘉年华	320182	第二节	371	0	0	999
377	4	21	320250	崩坏嘉年华	5	320194	第五季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/Carnival.png	320250	崩坏嘉年华	320183	第三节	372	0	0	999
378	4	22	19648	崩坏编年史	1	320190	第一季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/BossRush.png	19648	崩坏编年史	320181	第一节	373	0	0	999
379	4	22	19648	崩坏编年史	1	320190	第一季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/BossRush.png	19648	崩坏编年史	320182	第二节	374	0	0	999
380	4	22	19648	崩坏编年史	1	320190	第一季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/BossRush.png	19648	崩坏编年史	320183	第三节	375	0	0	999
381	4	22	19648	崩坏编年史	1	320190	第一季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/BossRush.png	19648	崩坏编年史	320184	第四节	376	0	0	999
382	4	22	19648	崩坏编年史	1	320190	第一季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/BossRush.png	19648	崩坏编年史	320185	第五节	377	0	0	999
383	4	22	19648	崩坏编年史	2	320191	第二季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/BossRush.png	19648	崩坏编年史	320181	第一节	378	0	0	999
384	4	22	19648	崩坏编年史	2	320191	第二季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/BossRush.png	19648	崩坏编年史	320182	第二节	379	0	0	999
385	4	22	19648	崩坏编年史	2	320191	第二季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/BossRush.png	19648	崩坏编年史	320183	第三节	380	0	0	999
386	4	22	19648	崩坏编年史	2	320191	第二季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/BossRush.png	19648	崩坏编年史	320184	第四节	381	0	0	999
387	4	22	19648	崩坏编年史	2	320191	第二季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/BossRush.png	19648	崩坏编年史	320185	第五节	382	0	0	999
388	4	22	19648	崩坏编年史	2	320191	第二季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/BossRush.png	19648	崩坏编年史	320186	第六节	383	0	0	999
389	4	22	19648	崩坏编年史	3	320192	第三季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/BossRush.png	19648	崩坏编年史	320181	第一节	384	0	0	999
390	4	22	19648	崩坏编年史	3	320192	第三季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/BossRush.png	19648	崩坏编年史	320182	第二节	385	0	0	999
391	4	22	19648	崩坏编年史	3	320192	第三季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/BossRush.png	19648	崩坏编年史	320183	第三节	386	0	0	999
392	4	22	19648	崩坏编年史	3	320192	第三季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/BossRush.png	19648	崩坏编年史	320184	第四节	387	0	0	999
393	4	22	19648	崩坏编年史	3	320192	第三季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/BossRush.png	19648	崩坏编年史	320185	第五节	388	0	0	999
394	4	22	19648	崩坏编年史	3	320192	第三季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/BossRush.png	19648	崩坏编年史	320186	第六节	389	0	0	999
395	4	22	19648	崩坏编年史	3	320192	第三季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/BossRush.png	19648	崩坏编年史	320187	第七节	390	0	0	999
396	4	22	19648	崩坏编年史	3	320192	第三季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/BossRush.png	19648	崩坏编年史	320188	第八节	391	0	0	999
397	4	22	19648	崩坏编年史	4	320193	第四季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/BossRush.png	19648	崩坏编年史	320181	第一节	392	0	0	999
398	4	22	19648	崩坏编年史	4	320193	第四季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/BossRush.png	19648	崩坏编年史	320182	第二节	393	0	0	999
399	4	22	19648	崩坏编年史	4	320193	第四季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/BossRush.png	19648	崩坏编年史	320183	第三节	394	0	0	999
400	4	22	19648	崩坏编年史	4	320193	第四季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/BossRush.png	19648	崩坏编年史	320184	第四节	395	0	0	999
401	4	22	19648	崩坏编年史	4	320193	第四季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/BossRush.png	19648	崩坏编年史	320185	第五节	396	0	0	999
402	4	22	19648	崩坏编年史	5	320194	第五季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/BossRush.png	19648	崩坏编年史	320181	第一节	397	0	0	999
403	4	22	19648	崩坏编年史	5	320194	第五季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/BossRush.png	19648	崩坏编年史	320182	第二节	398	0	0	999
404	4	22	19648	崩坏编年史	5	320194	第五季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/BossRush.png	19648	崩坏编年史	320183	第三节	399	0	0	999
405	4	22	19648	崩坏编年史	5	320194	第五季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/BossRush.png	19648	崩坏编年史	320184	第四节	400	0	0	999
406	4	22	19648	崩坏编年史	5	320194	第五季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/BossRush.png	19648	崩坏编年史	320185	第五节	401	0	0	999
407	2	5	19984	里世界	3	320192	第三季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/InsideWorld.png	320221	探究者	320182	第二节	429	0	0	999
408	1	2	260005	新生篇	23	320163	第三章	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/KyusyoKiana.png	260206	理性的螺旋	320181	第一节	430	0	8133	999
409	1	2	260005	新生篇	23	320163	第三章	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/KyusyoKiana.png	260206	理性的螺旋	320182	第二节	431	0	8133	999
410	1	2	260005	新生篇	23	320163	第三章	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/KyusyoKiana.png	260206	理性的螺旋	320183	第三节	432	1	8134	999
411	1	2	260005	新生篇	23	320163	第三章	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/KyusyoKiana.png	260206	理性的螺旋	320184	第四节	433	0	8139	999
412	1	2	260005	新生篇	23	320163	第三章	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/KyusyoKiana.png	260206	理性的螺旋	320185	第五节	434	0	8139	999
413	1	2	260005	新生篇	23	320163	第三章	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/KyusyoKiana.png	260206	理性的螺旋	320186	第六节	435	0	8140	999
414	1	2	260005	新生篇	23	320163	第三章	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/KyusyoKiana.png	260206	理性的螺旋	320187	第七节	436	0	8141	999
415	1	2	260005	新生篇	23	320163	第三章	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/KyusyoKiana.png	260206	理性的螺旋	320188	第八节	437	1	8146	999
416	1	2	260005	新生篇	23	320163	第三章	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/KyusyoKiana.png	260206	理性的螺旋	320189	第九节	438	0	8147	999
417	1	2	260005	新生篇	23	320163	第三章	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/KyusyoKiana.png	260206	理性的螺旋	320208	第十节	439	0	8148	999
418	1	2	260005	新生篇	23	320163	第三章	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/KyusyoKiana.png	260206	理性的螺旋	320210	第十一节	440	0	8148	999
419	2	7	14982	迷路修女	7	320207	第七季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/GuardTheresa.png	14982	迷路修女	320181	第一节	441	0	0	999
420	2	7	14982	迷路修女	7	320207	第七季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/GuardTheresa.png	14982	迷路修女	320182	第二节	442	0	0	999
421	2	7	14982	迷路修女	7	320207	第七季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/GuardTheresa.png	14982	迷路修女	320183	第三节	443	0	0	999
422	2	7	14982	迷路修女	7	320207	第七季	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/GuardTheresa.png	14982	迷路修女	320184	第四节	444	0	0	999
423	1	2	260005	新生篇	24	320166	第四章	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/KyusyoKiana.png	260208	天命圣咏	320181	第一节	445	0	8149	999
424	1	2	260005	新生篇	24	320166	第四章	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/KyusyoKiana.png	260208	天命圣咏	320182	第二节	446	0	8151	999
425	1	2	260005	新生篇	24	320166	第四章	http://static-image.benghuai.com/hsod2_webview/images/broadcast_top/ui/KyusyoKiana.png	260208	天命圣咏	320183	第三节	447	0	8156	999
