DialogueID	DialogueText	RoleID	RoleStorySide	RoleFace	RoleMotion	isMotionFirst	RoleDelay	ItemShowCaseID	CGID	BGID	EffectID	isEffectFirst	EffectDelay	EffectDuration	SoundID	SoundDelay	SoundDuration	BGMID
273	61526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
273	61527	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
273	61528	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
273	61529	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
273	61530	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
273	61531	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
273	61532	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
273	61533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
273	61534	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
273	61535	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
273	61536	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
273	61537	669	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
273	61538	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
273	61539	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
273	61540	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
273	61541	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
273	61542	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
273	61543	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
273	61544	669	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
273	61545	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
273	61546	669	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
273	61547	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
273	61548	669	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
273	61549	669	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
274	61550	669	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
274	61551	669	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
274	61552	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
274	61553	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
274	61554	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
274	61555	669	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
274	61556	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
274	61557	669	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
274	61558	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
274	61559	669	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
274	61560	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
274	61561	669	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
274	61562	669	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
274	61563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
274	61564	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
274	61565	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
274	61566	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
274	61567	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
275	61568	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
275	61569	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
275	61570	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
275	61571	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
275	61572	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
275	61573	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
275	61574	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
275	61575	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
275	61576	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
275	61577	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
275	61578	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
275	61579	669	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
275	61580	669	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
275	61581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
275	61582	669	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
275	61583	669	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
275	61584	669	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
276	61585	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
276	61586	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
276	61587	669	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
276	61588	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
276	61589	669	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
276	61590	669	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
276	61591	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
276	61592	669	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
276	61593	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
276	61594	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
276	61595	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
276	61596	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
276	61597	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
276	61598	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
276	61599	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
276	61600	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
276	61601	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
276	61602	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
276	61603	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
276	61604	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
276	61605	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
276	61606	669	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
276	61607	316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
276	61608	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	61609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	61610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	61611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	61612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	61613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	61614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	61615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	61616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	61617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	61618	669	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	61619	669	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	61620	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	61621	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	61622	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	61623	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	61624	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	61625	669	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	61626	669	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	61627	669	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	61628	669	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	61629	670	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	61630	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	61631	670	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	61632	670	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	61633	670	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	61634	670	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	61635	670	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	61636	670	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	61637	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	61638	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	61639	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	61640	670	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	61641	670	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	61642	313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	61643	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	61644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	61645	670	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	61646	669	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	61647	670	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	61648	669	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	61649	670	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	61650	670	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	61651	669	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	61652	670	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	61653	669	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	61654	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	61655	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	61656	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	61657	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	61658	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	61659	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	61660	313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	61661	669	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	61662	670	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	61663	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	61664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	61665	665	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	61666	665	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	61667	665	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	61668	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	61669	665	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	61670	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	61671	665	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	61672	313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	61673	665	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	61674	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	61675	665	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	61676	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	61677	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	61678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	61679	621	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	61680	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	61681	621	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	61682	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	61683	665	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	61684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	61685	621	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	61686	665	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	61687	621	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	61688	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	61689	621	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	61690	665	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	61691	621	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	61692	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
278	63122	621	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
278	63123	665	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
278	63124	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
278	63125	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
278	63126	665	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
278	63127	313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
278	63128	621	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
278	63129	665	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
278	63130	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
278	63131	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
278	63132	621	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
278	63133	665	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
278	63134	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
278	63135	621	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
278	63136	665	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
278	63137	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
278	63138	665	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
278	63139	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
278	63140	665	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
278	63141	621	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
278	63142	621	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
278	63143	665	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
278	63144	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
278	63145	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
278	63146	621	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
278	63147	665	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
278	63148	621	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
279	63149	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
279	63150	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
279	63151	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
279	63152	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
279	63153	665	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
279	63154	665	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
279	63155	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
279	63156	665	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
279	63157	313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
279	63158	665	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
279	63159	313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
279	63160	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
279	63161	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
279	63162	665	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
279	63163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
279	63164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
279	63165	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
279	63166	665	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
279	63167	313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
279	63168	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
280	63169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
280	63170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
280	63171	665	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
280	63172	670	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
280	63173	665	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
280	63174	670	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
280	63175	670	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
280	63176	665	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
280	63177	670	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
280	63178	670	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
280	63179	670	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
280	63180	665	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
280	63181	670	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
280	63182	665	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
280	63183	670	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
280	63184	670	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
280	63185	665	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
281	63186	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
281	63187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
281	63188	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
281	63189	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
281	63190	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
281	63191	669	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
281	63192	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
281	63193	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
281	63194	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
281	63195	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
281	63196	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
281	63197	669	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
281	63198	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
281	63199	669	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
281	63200	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
281	63201	669	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
281	63202	669	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
281	63203	313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282	63204	670	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282	63205	665	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282	63206	670	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282	63207	670	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282	63208	670	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282	63209	665	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282	63210	670	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282	63211	665	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282	63212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282	63213	313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282	63214	665	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282	63215	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282	63216	665	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282	63217	313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282	63218	621	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282	63219	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282	63220	670	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282	63221	670	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282	63222	670	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283	63223	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283	63224	665	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283	63225	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283	63226	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283	63227	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283	63228	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283	63229	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283	63230	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283	63231	665	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283	63232	670	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283	63233	665	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283	63234	665	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283	63235	665	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283	63236	665	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283	63237	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283	63238	665	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283	63239	670	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283	63240	665	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283	63241	670	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283	63242	665	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283	63243	670	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283	63244	670	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283	63245	670	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283	63246	665	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283	63247	665	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283	63248	670	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283	63249	665	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283	63250	670	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283	63251	665	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283	63252	665	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283	63253	670	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283	63254	670	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283	63255	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283	63256	665	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283	63257	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283	63258	665	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283	63259	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283	63260	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283	63261	665	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283	63262	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283	63263	665	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283	63264	665	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283	63265	669	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283	63266	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283	63267	669	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283	63268	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283	63269	669	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283	63270	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283	63271	669	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283	63272	669	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284	63273	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284	63274	621	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284	63275	665	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284	63276	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284	63277	665	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284	63278	621	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284	63279	665	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284	63280	621	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284	63281	665	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284	63282	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284	63283	621	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284	63284	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284	63285	665	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284	63286	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284	63287	665	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284	63288	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284	63289	665	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284	63290	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284	63291	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284	63292	665	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284	63293	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284	63294	665	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284	63295	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284	63296	621	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284	63297	665	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
285	56633	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
285	56634	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
285	56635	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
285	56636	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
285	56637	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
285	56638	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
285	56639	802	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
285	56640	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
285	56641	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
285	56642	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
285	56643	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
285	56644	802	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
