StroyID	BackgroundID	TitleText	DialogueID	Poster1	IntimacyRequire	Awardcrystal	Awardecho
17205	1	331476	331481	405	50	0	150
17301	1	331482	331485	402	0	100	0
17302	1	331484	331487	402	99	100	0
17303	1	331483	331486	402	50	0	250
17401	1	331488	331490	398	0	0	250
17402	1	331489	331491	398	99	200	0
17501	1	331492	331494	399	0	0	250
17502	1	331493	331495	399	99	200	0
17601	1	331496	331498	410	0	0	250
17602	1	331497	331499	410	99	200	0
17701	1	331500	331502	411	0	0	250
17702	1	331501	331503	411	99	200	0
17801	1	331504	331509	414	0	100	0
17802	1	331505	331510	414	99	100	0
17803	1	331506	331511	414	10	0	50
17804	1	331507	331512	414	30	0	50
17805	1	331508	331513	414	50	0	150
17901	1	331514	331519	415	0	100	0
17902	1	331515	331520	415	99	100	0
17903	1	331516	331521	415	10	0	50
17904	1	331517	331522	415	30	0	50
17905	1	331518	331523	415	50	0	150
18001	1	331524	331526	412	0	0	250
18002	1	331525	331527	412	99	200	0
18101	1	331528	331530	413	0	0	250
18102	1	331529	331531	413	99	200	0
18201	1	331532	331534	439	0	0	250
18202	1	331533	331535	439	99	200	0
18301	1	331536	331538	421	0	0	250
18302	1	331537	331539	421	99	200	0
18401	1	331540	331542	422	0	0	250
18402	1	331541	331543	422	99	200	0
18501	1	331544	331546	424	0	0	250
18502	1	331545	331547	424	99	200	0
18601	1	331548	331549	425	0	0	250
18602	1	331550	331551	425	99	200	0
18701	1	331552	331553	420	0	0	250
18702	1	331554	331555	420	99	200	0
18801	1	331556	331557	423	0	0	250
18802	1	331558	331559	423	99	200	0
18901	1	331560	331562	440	0	0	250
18902	1	331561	331563	440	99	200	0
19001	1	331564	331569	438	0	100	0
19002	1	331568	331573	438	99	100	0
19003	1	331565	331570	438	10	0	50
19004	1	331566	331571	438	30	0	50
19005	1	331567	331572	438	50	0	150
19101	1	331574	331579	447	0	100	0
19102	1	331575	331580	447	99	100	0
19103	1	331576	331581	447	10	0	50
19104	1	331577	331582	447	30	0	50
19105	1	331578	331583	447	50	0	150
19201	1	331584	331589	443	0	100	0
19202	1	331585	331590	443	99	100	0
19203	1	331586	331591	443	10	0	50
19204	1	331587	331592	443	30	0	50
19205	1	331588	331593	443	50	0	150
19301	1	331594	331599	451	0	100	0
19302	1	331598	331603	451	99	100	0
19303	1	331595	331600	451	10	0	50
19304	1	331596	331601	451	30	0	50
19305	1	331597	331602	451	50	0	150
19401	1	331604	331609	442	0	100	0
19402	1	331605	331610	442	99	100	0
19403	1	331606	331611	442	10	0	50
19404	1	331607	331612	442	30	0	50
19405	1	331608	331613	442	50	0	150
19501	1	331614	331619	467	0	100	0
19502	1	331615	331620	467	99	100	0
19503	1	331616	331621	467	10	0	50
19504	1	331617	331622	467	30	0	50
19505	1	331618	331623	467	50	0	150
19601	1	331624	331629	475	0	100	0
19602	1	331625	331630	475	99	100	0
19603	1	331626	331631	475	10	0	50
19604	1	331627	331632	475	30	0	50
19605	1	331628	331633	475	50	0	150
19701	1	331634	331639	468	0	100	0
19702	1	331638	331643	468	99	100	0
19703	1	331635	331640	468	10	0	50
19704	1	331636	331641	468	30	0	50
19705	1	331637	331642	468	50	0	150
19801	1	331644	331649	478	0	100	0
19802	1	331648	331653	478	99	100	0
19803	1	331645	331650	478	10	0	50
19804	1	331646	331651	478	30	0	50
19805	1	331647	331652	478	50	0	150
19901	1	331654	331659	463	0	100	0
19902	1	331655	331660	463	99	100	0
19903	1	331656	331661	463	10	0	50
19904	1	331657	331662	463	30	0	50
19905	1	331658	331663	463	50	0	150
20001	1	331664	331669	532	0	100	0
20002	1	331668	331673	532	99	100	0
20003	1	331665	331670	532	10	0	50
20004	1	331666	331671	532	30	0	50
20005	1	331667	331672	532	50	0	150
20101	1	331674	331679	474	0	100	0
20102	1	331675	331680	474	99	100	0
20103	1	331676	331681	474	10	0	50
20104	1	331677	331682	474	30	0	50
20105	1	331678	331683	474	50	0	150
20201	1	331684	331686	483	0	0	250
20202	1	331685	331687	483	99	200	0
20301	1	331684	331686	484	0	0	250
20302	1	331685	331687	484	99	200	0
20401	1	331688	331690	479	0	0	250
20402	1	331689	331691	479	99	200	0
20501	1	331692	331694	480	0	0	250
20502	1	331693	331695	480	99	200	0
20601	1	331696	331708	499	0	0	250
20602	1	331697	331709	499	99	200	0
20701	1	331698	331710	500	0	0	250
20702	1	331699	331711	500	99	200	0
20801	1	331700	331712	501	0	0	250
20802	1	331701	331713	501	99	200	0
20901	1	331702	331714	502	0	0	250
20902	1	331703	331715	502	99	200	0
21001	1	331704	331716	503	0	0	250
21002	1	331705	331717	503	99	200	0
21101	1	331706	331718	504	0	0	250
21102	1	331707	331719	504	99	200	0
21201	1	331720	331725	482	0	100	0
21202	1	331721	331726	482	99	100	0
21203	1	331722	331727	482	10	0	50
21204	1	331723	331728	482	30	0	50
21205	1	331724	331729	482	50	0	150
21301	1	331730	331735	461	0	100	0
21302	1	331731	331736	461	99	100	0
21303	1	331732	331737	461	10	0	50
21304	1	331733	331738	461	30	0	50
21305	1	331734	331739	461	50	0	150
21401	1	331740	331742	487	0	0	250
21402	1	331741	331743	487	99	200	0
21501	1	331744	331746	491	0	0	250
21502	1	331745	331747	491	99	200	0
21601	1	331748	331750	489	0	0	250
21602	1	331749	331751	489	99	200	0
21701	1	331752	331754	490	0	0	250
21702	1	331753	331755	490	99	200	0
21801	1	331756	331758	492	0	0	250
21802	1	331757	331759	492	99	200	0
21901	1	331760	331761	471	0	100	0
21902	1	331768	331769	471	99	100	0
21903	1	331762	331763	471	10	0	50
21904	1	331764	331765	471	30	0	50
21905	1	331766	331767	471	50	0	150
22001	1	331770	331775	526	0	100	0
22002	1	331771	331776	526	99	100	0
22003	1	331772	331777	526	10	0	50
22004	1	331773	331778	526	30	0	50
22005	1	331774	331779	526	50	0	150
22101	1	331780	331785	535	0	100	0
22102	1	331781	331786	535	99	100	0
22103	1	331782	331787	535	10	0	50
22104	1	331783	331788	535	30	0	50
22105	1	331784	331789	535	50	0	150
22201	1	331790	331795	512	0	100	0
22202	1	331791	331796	512	99	100	0
22203	1	331792	331797	512	10	0	50
22204	1	331793	331798	512	30	0	50
22205	1	331794	331799	512	50	0	150
22301	1	331800	331805	511	0	100	0
22302	1	331801	331806	511	99	100	0
22303	1	331802	331807	511	10	0	50
22304	1	331803	331808	511	30	0	50
22305	1	331804	331809	511	50	0	150
22401	1	331810	331815	513	0	100	0
22402	1	331811	331816	513	99	100	0
22403	1	331812	331817	513	10	0	50
22404	1	331813	331818	513	30	0	50
22405	1	331814	331819	513	50	0	150
22501	1	331820	331822	514	0	0	250
22502	1	331821	331823	514	99	200	0
22601	1	331824	331829	555	0	100	0
22602	1	331825	331830	555	99	100	0
22603	1	331826	331831	555	10	0	50
22604	1	331827	331832	555	30	0	50
22605	1	331828	331833	555	50	0	150
22701	1	331834	331839	462	0	100	0
22702	1	331835	331840	462	99	100	0
22703	1	331836	331841	462	10	0	50
22704	1	331837	331842	462	30	0	50
22705	1	331838	331843	462	50	0	150
22801	1	331844	331849	534	0	100	0
22802	1	331845	331850	534	99	100	0
22803	1	331846	331851	534	10	0	50
22804	1	331847	331852	534	30	0	50
22805	1	331848	331853	534	50	0	150
22901	1	331854	331859	548	0	100	0
22902	1	331855	331860	548	99	100	0
22903	1	331856	331861	548	10	0	50
22904	1	331857	331862	548	30	0	50
22905	1	331858	331863	548	50	0	150
23001	1	331864	331869	553	0	100	0
23002	1	331865	331870	553	99	100	0
23003	1	331866	331871	553	10	0	50
23004	1	331867	331872	553	30	0	50
23005	1	331868	331873	553	50	0	150
23101	1	331874	331879	559	0	100	0
23102	1	331875	331880	559	99	100	0
23103	1	331876	331881	559	10	0	50
23104	1	331877	331882	559	30	0	50
23105	1	331878	331883	559	50	0	150
23201	1	331884	331889	449	0	100	0
23202	1	331885	331890	449	99	100	0
23203	1	331886	331891	449	10	0	50
23204	1	331887	331892	449	30	0	50
23205	1	331888	331893	449	50	0	150
23301	1	331894	331899	578	0	100	0
23302	1	331895	331900	578	99	100	0
23303	1	331896	331901	578	10	0	50
23304	1	331897	331902	578	30	0	50
23305	1	331898	331903	578	50	0	150
23401	1	331904	331909	551	0	100	0
23402	1	331905	331910	551	99	100	0
23403	1	331906	331911	551	10	0	50
23404	1	331907	331912	551	30	0	50
23405	1	331908	331913	551	50	0	150
23501	1	331914	331917	580	0	100	0
23502	1	331915	331918	580	99	100	0
23503	1	331916	331919	580	50	0	250
23601	1	331920	331923	579	0	100	0
23602	1	331921	331924	579	99	100	0
23603	1	331922	331925	579	50	0	250
23701	1	331926	331928	623	0	0	250
23702	1	331927	331929	623	99	200	0
23801	1	331930	331935	611	0	100	0
23802	1	331931	331936	611	99	100	0
23803	1	331932	331937	611	10	0	50
23804	1	331933	331938	611	30	0	50
23805	1	331934	331939	611	50	0	150
23901	1	331940	331945	572	0	100	0
23902	1	331941	331946	572	99	100	0
23903	1	331942	331947	572	10	0	50
23904	1	331943	331948	572	30	0	50
23905	1	331944	331949	572	50	0	150
24001	1	331950	331955	573	0	100	0
24002	1	331951	331956	573	99	100	0
24003	1	331952	331957	573	10	0	50
24004	1	331953	331958	573	30	0	50
24005	1	331954	331959	573	50	0	150
24101	1	331960	331965	567	0	100	0
24102	1	331961	331966	567	99	100	0
24103	1	331962	331967	567	10	0	50
24104	1	331963	331968	567	30	0	50
24105	1	331964	331969	567	50	0	150
24201	1	331970	331972	576	0	0	250
24202	1	331971	331973	576	99	200	0
24301	1	331974	331976	599	0	0	250
24302	1	331975	331977	599	99	200	0
24401	1	331978	331983	556	0	100	0
24402	1	331979	331984	556	99	100	0
24403	1	331980	331985	556	10	0	50
24404	1	331981	331986	556	30	0	50
24405	1	331982	331987	556	50	0	150
24501	1	331988	331990	601	0	0	250
24502	1	331989	331991	601	99	200	0
24601	1	331992	331994	600	0	0	250
24602	1	331993	331995	600	99	200	0
24701	1	331996	332001	608	0	100	0
24702	1	331997	332002	608	99	100	0
24703	1	331998	332003	608	10	0	50
24704	1	331999	332004	608	30	0	50
24705	1	332000	332005	608	50	0	150
24801	1	332006	332011	581	0	100	0
24802	1	332007	332012	581	99	100	0
24803	1	332008	332013	581	10	0	50
24804	1	332009	332014	581	30	0	50
24805	1	332010	332015	581	50	0	150
24901	1	332016	332021	477	0	100	0
24902	1	332017	332022	477	99	100	0
24903	1	332018	332023	477	10	0	50
24904	1	332019	332024	477	30	0	50
24905	1	332020	332025	477	50	0	150
25001	1	332026	332031	633	0	100	0
25002	1	332027	332032	633	99	100	0
25003	1	332028	332033	633	10	0	50
25004	1	332029	332034	633	30	0	50
25005	1	332030	332035	633	50	0	150
25101	1	332036	332041	539	0	100	0
25102	1	332037	332042	539	99	100	0
25103	1	332038	332043	539	10	0	50
25104	1	332039	332044	539	30	0	50
25105	1	332040	332045	539	50	0	150
25201	1	332046	332051	638	0	100	0
25202	1	332047	332052	638	99	100	0
25203	1	332048	332053	638	10	0	50
25204	1	332049	332054	638	30	0	50
25205	1	332050	332055	638	50	0	150
25301	1	332056	332061	460	0	100	0
25302	1	332057	332062	460	99	100	0
25303	1	332058	332063	460	10	0	50
25304	1	332059	332064	460	30	0	50
25305	1	332060	332065	460	50	0	150
25401	1	332066	332071	662	0	100	0
25402	1	332067	332072	662	99	100	0
25403	1	332068	332073	662	10	0	50
25404	1	332069	332074	662	30	0	50
25405	1	332070	332075	662	50	0	150
25501	1	332076	332081	538	0	100	0
25502	1	332080	332085	538	99	100	0
25503	1	332077	332082	538	10	0	50
25504	1	332078	332083	538	30	0	50
25505	1	332079	332084	538	50	0	150
25601	1	332086	332088	610	0	0	250
25602	1	332087	332089	610	99	200	0
25701	1	332090	332095	661	0	100	0
25702	1	332091	332096	661	99	100	0
25703	1	332092	332097	661	10	0	50
25704	1	332093	332098	661	30	0	50
25705	1	332094	332099	661	50	0	150
25801	1	332100	332102	707	0	0	250
25802	1	332101	332103	707	99	200	0
25901	1	332104	332109	640	0	100	0
25902	1	332105	332110	640	99	100	0
25903	1	332106	332111	640	10	0	50
25904	1	332107	332112	640	30	0	50
25905	1	332108	332113	640	50	0	150
26001	1	332114	332116	591	0	0	250
26002	1	332115	332117	591	99	200	0
26101	1	332118	332120	681	0	0	250
26102	1	332119	332121	681	99	200	0
26201	1	332122	332124	680	0	0	250
26202	1	332123	332125	680	99	200	0
26301	1	332126	332128	679	0	0	250
26302	1	332127	332129	679	99	200	0
26401	1	332130	332135	675	0	100	0
26402	1	332131	332136	675	99	100	0
26403	1	332132	332137	675	10	0	50
26404	1	332133	332138	675	30	0	50
26405	1	332134	332139	675	50	0	150
26501	1	332140	332142	713	0	0	250
26502	1	332141	332143	713	99	200	0
26601	1	332144	332146	722	0	0	250
26602	1	332145	332147	722	99	200	0
26701	1	332148	332153	650	0	100	0
26702	1	332149	332154	650	99	100	0
26703	1	332150	332155	650	10	0	50
26704	1	332151	332156	650	30	0	50
26705	1	332152	332157	650	50	0	150
26801	1	332158	332163	678	0	100	0
26802	1	332159	332164	678	99	100	0
26803	1	332160	332165	678	10	0	50
26804	1	332161	332166	678	30	0	50
26805	1	332162	332167	678	50	0	150
26901	1	332168	332173	656	0	100	0
26902	1	332169	332174	656	99	100	0
26903	1	332170	332175	656	10	0	50
26904	1	332171	332176	656	30	0	50
26905	1	332172	332177	656	50	0	150
27001	1	332178	332180	717	0	0	250
27002	1	332179	332181	717	99	200	0
27101	1	332182	332184	714	0	0	250
27102	1	332183	332185	714	99	200	0
27201	1	332186	332188	708	0	0	250
27202	1	332187	332189	708	99	200	0
27301	1	332190	332192	709	0	0	250
27302	1	332191	332193	709	99	200	0
27401	1	332194	332196	730	0	0	250
27402	1	332195	332197	730	99	200	0
27501	1	332198	332200	731	0	0	250
27502	1	332199	332201	731	99	200	0
27601	1	332202	332204	735	0	0	250
27602	1	332203	332205	735	99	200	0
27701	1	332206	332208	736	0	0	250
27702	1	332207	332209	736	99	200	0
27801	1	332210	332212	660	0	0	250
27802	1	332211	332213	660	99	200	0
27901	1	332214	332216	749	0	0	250
27902	1	332215	332217	749	99	200	0
28001	1	332218	332223	760	0	100	0
28002	1	332219	332224	760	99	100	0
28003	1	332220	332225	760	10	0	50
28004	1	332221	332226	760	30	0	50
28005	1	332222	332227	760	50	0	150
28101	1	332228	332233	566	0	100	0
28102	1	332229	332234	566	99	100	0
28103	1	332230	332235	566	10	0	50
28104	1	332231	332236	566	30	0	50
28105	1	332232	332237	566	50	0	150
29101	1	332238	332243	721	0	100	0
29102	1	332239	332244	721	99	100	0
29103	1	332240	332245	721	10	0	50
29104	1	332241	332246	721	30	0	50
29105	1	332242	332247	721	50	0	150
29201	1	332248	332253	448	0	100	0
29202	1	332249	332254	448	99	100	0
29203	1	332250	332255	448	10	0	50
29204	1	332251	332256	448	30	0	50
29205	1	332252	332257	448	50	0	150
29301	1	332258	332263	774	0	100	0
29302	1	332259	332264	774	99	100	0
29303	1	332260	332265	774	10	0	50
29304	1	332261	332266	774	30	0	50
29305	1	332262	332267	774	50	0	150
29401	1	332268	332273	772	0	100	0
29402	1	332269	332274	772	99	100	0
29403	1	332270	332275	772	10	0	50
29404	1	332271	332276	772	30	0	50
29405	1	332272	332277	772	50	0	150
29501	1	332278	332283	758	0	100	0
29502	1	332279	332284	758	99	100	0
29503	1	332280	332285	758	10	0	50
29504	1	332281	332286	758	30	0	50
29505	1	332282	332287	758	50	0	150
29601	1	332288	332293	747	0	100	0
29602	1	332289	332294	747	99	100	0
29603	1	332290	332295	747	10	0	50
29604	1	332291	332296	747	30	0	50
29605	1	332292	332297	747	50	0	150
29701	1	332298	332300	755	0	0	250
29702	1	332299	332301	755	99	200	0
29801	1	332302	332307	770	0	100	0
29802	1	332303	332308	770	99	100	0
29803	1	332304	332309	770	10	0	50
29804	1	332305	332310	770	30	0	50
29805	1	332306	332311	770	50	0	150
29901	1	332312	332314	759	0	0	250
29902	1	332313	332315	759	99	200	0
30001	1	332316	332318	757	0	0	250
30002	1	332317	332319	757	99	200	0
30101	1	332320	332322	782	0	0	250
30102	1	332321	332323	782	99	200	0
30201	1	332324	332326	783	0	0	250
30202	1	332325	332327	783	99	200	0
30301	1	332328	332333	544	0	100	0
30302	1	332329	332334	544	99	100	0
30303	1	332330	332335	544	10	0	50
30304	1	332331	332336	544	30	0	50
30305	1	332332	332337	544	50	0	150
30401	1	332338	332340	804	0	0	250
30402	1	332339	332341	804	99	200	0
30501	1	332342	332344	817	0	0	250
30502	1	332343	332345	817	99	200	0
30601	1	332346	332348	818	0	0	250
30602	1	332347	332349	818	99	200	0
30701	1	332350	332352	819	0	0	250
30702	1	332351	332353	819	99	200	0
30801	1	332354	332359	806	0	100	0
30802	1	332355	332360	806	99	100	0
30803	1	332356	332361	806	10	0	50
30804	1	332357	332362	806	30	0	50
30805	1	332358	332363	806	50	0	150
30901	1	332364	332366	812	0	0	250
30902	1	332365	332367	812	99	200	0
31001	1	332368	332370	756	0	0	250
31002	1	332369	332371	756	99	200	0
31101	1	332372	332374	820	0	0	250
31102	1	332373	332375	820	99	200	0
31201	1	332376	332378	658	0	0	250
31202	1	332377	332379	658	99	200	0
31301	1	332380	332385	557	0	100	0
31302	1	332381	332386	557	99	100	0
31303	1	332382	332387	557	10	0	50
31304	1	332383	332388	557	30	0	50
31305	1	332384	332389	557	50	0	150
31401	1	332390	332395	450	0	100	0
31402	1	332391	332396	450	99	100	0
31403	1	332392	332397	450	10	0	50
31404	1	332393	332398	450	30	0	50
31405	1	332394	332399	450	50	0	150
31501	1	332400	332402	805	0	0	250
31502	1	332401	332403	805	99	200	0
31601	1	332404	332406	754	0	0	250
31602	1	332405	332407	754	99	200	0
31701	1	332408	332410	838	0	0	250
31702	1	332409	332411	838	99	200	0
31801	1	332412	332417	771	0	100	0
31802	1	332413	332418	771	99	100	0
31803	1	332414	332419	771	10	0	50
31804	1	332415	332420	771	30	0	50
31805	1	332416	332421	771	50	0	150
31901	1	332422	332424	829	0	0	250
31902	1	332423	332425	829	99	200	0
32001	1	332426	332428	832	0	0	250
32002	1	332427	332429	832	99	200	0
32101	1	332430	332432	833	0	0	250
32102	1	332431	332433	833	99	200	0
32201	1	332434	332436	848	0	0	250
32202	1	332435	332437	848	99	200	0
32301	1	332438	332440	849	0	0	250
32302	1	332439	332441	849	99	200	0
32401	1	332442	332444	866	0	0	250
32402	1	332443	332445	866	99	200	0
32501	1	332446	332451	780	0	100	0
32502	1	332447	332452	780	99	100	0
32503	1	332448	332453	780	10	0	50
32504	1	332449	332454	780	30	0	50
32505	1	332450	332455	780	50	0	150
32601	1	332456	332458	876	0	0	250
32602	1	332457	332459	876	99	200	0
32701	1	332460	332462	877	0	0	250
32702	1	332461	332463	877	99	200	0
32801	1	332464	332466	878	0	0	250
32802	1	332465	332467	878	99	200	0
