PosterID	FigureID	Type	PersonatedMaxIntimacy	PosterName	TalkList	facelist	cvlist	height	threesize	seriesname	description	brithday	hobby	FirstSightDialogue	SeriesID	Live2D	Group	GroupName	IsOpen	BackGround	DialogueX	DialogueY	isPDAS	IsEntry	PartsNum
132	1132	1	0	204726	82071;82072;82073;82074;82075;	0;0;0;0;0;	0;0;0;0;0;	172cm	89/62/90	81547	82091	4/13	81546	82075	7	2	2	0	1	0	-150	0	0	0	0
133	1133	1	0	204727	82085;82086;82087;82088;82089	0;0;0;0;0;	0;0;0;0;0;	163cm	84/59/87	205001	82090	12/7	204068	82087	7	2	1	0	1	0	-150	0	0	0	0
134	1134	2	99	204728	82020;82021;82022;82023;82024;82025;	1;2;3;2;4;3;	0;0;0;0;0;0;	157cm	73/53/70	82027	82028	4/5	82026	82020	7	0	1045	0	1	0	-150	0	0	0	0
135	1135	2	99	204729	82029;82030;82031;82032;82033;82034;	3;1;2;3;2;1;	0;0;0;0;0;0;	151cm	69/53/70	82036	82037	6/24	82035	82033	8	0	1046	0	1	0	-150	0	0	0	0
136	1136	2	99	204730	82076;82077;82078;82079;82080;82081;	2;2;4;3;4;1;	0;0;0;0;0;0;	161cm	80/59/82	82083	82084	7/6	82082	82076	11	0	1047	0	1	0	-150	0	0	0	0
137	1137	3	0	204731	82014;82015;82016;82017;82018;	0;0;0;0;0;	0;0;0;0;0;	159cm	79/56/81	81785	82019	5/24	81788	82014	7	3	2002	0	1	0	-150	0	0	0	0
138	1138	1	99	204732	82063;82064;82065;82066;82067;	0;0;0;0;0;	0;0;0;0;0;	122cm	60/54/61	82069	82070	12/7	82068	82063	7	2	1	0	1	0	-150	0	0	0	0
139	1139	1	99	204733	82054;82055;82056;82057;82058;82059	0;0;0;0;0;0;	0;0;0;0;0;0;	121cm	58/52/57	82061	82062	1/8	82060	82056	7	2	9	0	1	0	-150	0	0	0	0
140	1140	1	99	204734	82046;82047;82048;82049;82050;	0;0;0;0;0;	0;0;0;0;0;	125cm	60/48/69	82052	82053	9/9	82051	82046	7	2	7	0	1	0	-150	0	0	0	0
141	1141	6	99	204571	82092;82093;82094;82095;82096;82097;	0;0;0;0;0;0;	0;0;0;0;0;0;	-	-	82099	82100	7/16	82098	82092	7	0	10303	0	1	0	-150	0	0	0	0
142	1142	1	0	204736	82101;82102;82103;82104;82105;82106;	0;0;0;0;0;0;	0;0;0;0;0;0;	165cm	84/64/90	82108	82109	2/9	82107	82102	7	2	10	0	1	0	-150	0	0	0	0
143	1143	2	99	204748	82110;82111;82112;82113;82114;82115;	0;0;0;0;0;0;	0;0;0;0;0;0;	161cm	-	82117	82118	8/12	82116	82110	11	0	1048	0	1	003	-150	0	0	0	0
144	1144	2	99	204749	82119;82120;82121;82122;82123;82124;	0;0;0;0;0;0;	0;0;0;0;0;0;	159cm	-	82126	82127	1/4	82125	82119	11	0	1049	0	1	003	-150	0	0	0	0
145	1145	2	99	204750	82128;82129;82130;82131;82132;82133;	0;0;0;0;0;0;	0;0;0;0;0;0;	157cm	-	82135	82136	7/10	82134	82128	11	0	1050	0	1	003	-150	0	0	0	0
146	1146	1	99	204751	82137;82138;82139;82140;82141;82142;	0;0;0;0;0;0;	0;0;0;0;0;0;	172cm	89/62/90	82144	82145	4/13	82143	82137	7	0	2	0	1	003	-150	0	0	0	0
147	1147	1	99	204756	82148;82149;82150;82151;82152;82153;	0;0;0;0;0;0;	0;0;0;0;0;0;	163cm	84/59/87	82155	82156	12/7	82154	82148	7	2	1	0	1	0	-150	0	0	0	0
148	1148	1	99	204759	82159;82160;82161;82162;82163;82164;	0;0;0;0;0;0;	0;0;0;0;0;0;	159cm	86/56/88	82166	82167	12/24	82165	82164	7	2	8	0	1	0	-150	0	0	0	0
149	1149	2	99	204760	82168;82169;82170;82171;82172;82173;	2;1;2;3;3;1;	0;0;0;0;0;0;	166cm	84/58/86	82175	82176	4/1	82174	82173	3	0	1051	0	1	0	-150	0	0	0	0
150	1150	2	99	204761	81951;81952;81953;81954;81955;81956;	1;1;3;4;2;3;	0;0;0;0;0;0;	170cm	92/52/90	81958	82249	6/6	82248	82189	3	2	1042	0	1	003	-150	0	0	0	0
151	1151	2	99	204762	82076;82077;82078;82079;82080;82081;	2;2;4;3;4;1;	0;0;0;0;0;0;	161cm	80/59/82	82083	82251	7/6	82250	82197	11	2	1047	0	1	0	-150	0	0	0	0
152	1152	2	99	204763	81887;81888;81889;81890;81891;81892;	2;1;5;5;3;4;	0;0;0;0;0;0;	172cm	86/69/88	81894	82253	6/19	82252	82203	1	2	1041	0	1	0	-150	0	0	0	0
153	1153	2	99	204764	81756;81757;81758;81759;81760;81761;	4;3;2;3;2;1;	0;0;0;0;0;0;	156cm	76/56/77	81764	82247	5/15	82246	82209	9	2	1037	0	1	0	-150	0	0	0	0
154	1154	2	99	204765	82005;82006;82007;82008;82009;82010;	1;2;4;2;3;1;	0;0;0;0;0;0;	161cm	85/62/87	82012	82245	6/16	82244	82215	6	2	1044	0	1	0	-150	0	0	0	0
155	11551	2	99	204768	82177;82178;82179;82180;82181;82182;	1;2;3;1;3;4;	0;0;0;0;0;0;	139cm	76/65/80	82184	82185	8/3	82183	82178	11	0	1052	0	1	003	-150	0	0	0	0
157	1157	2	0	204771	81951;81952;81953;81954;81955;81956;	0;0;0;0;0;0;	0;0;0;0;0;0;	170cm	92/52/90	81958	82269	6/6	82248	82220	7	2	1042	0	1	0	-150	0	0	0	0
158	1158	2	0	204772	82076;82077;82078;82079;82080;82081;	0;0;0;0;0;0;	0;0;0;0;0;0;	161cm	80/59/82	82083	82272	7/6	82250	82226	7	2	1047	0	1	0	-150	0	0	0	0
159	1159	2	0	204773	81887;81888;81889;81890;81891;81892;	0;0;0;0;0;0;	0;0;0;0;0;0;	172cm	86/69/88	81894	82273	6/19	82252	82230	7	2	1041	0	1	0	-150	0	0	0	0
160	1160	2	0	204774	81756;81757;81758;81759;81760;81761;	0;0;0;0;0;0;	0;0;0;0;0;0;	156cm	76/56/77	81764	82270	5/15	82246	82235	7	2	1037	0	1	0	-150	0	0	0	0
161	1161	2	0	204775	82005;82006;82007;82008;82009;82010;	0;0;0;0;0;0;	0;0;0;0;0;0;	161cm	85/62/87	82012	82271	6/16	82244	82243	7	2	1044	0	1	0	-150	0	0	0	0
162	1162	2	0	204752	82263;82264;82265;82266;82267;	0;0;0;0;0;	0;0;0;0;0;	??	-	82261	82268	-	82262	82267	7	2	1053	0	1	001	-150	0	0	0	0
163	1163	1	0	204770	82256;82257;82258;82259;82260;	1;3;2;3;2;	0;0;0;0;0;	149cm	74/56/78	82044	82255	10/18	82254	82256	7	0	6	0	1	002	-150	0	0	0	0
164	1164	5	0	204776	82256;82257;82258;82259;82260;	0;0;0;0;0;	0;0;0;0;0;	??	-	82044	82297	-	82254	82297	7	3	4004	0	1	0	-150	0	0	0	0
165	1165	1	0	204784	82274;82275;82276;82277;82278;	0;0;0;0;0;	0;0;0;0;0;	145cm	70/58/73	205034	82308	3/28	81349	82276	7	2	5	0	1	003	-150	0	0	0	0
166	1166	1	99	204785	82046;82047;82048;82049;82050;	0;0;0;0;0;	0;0;0;0;0;	122cm	59/44/66	81420	82309	4/13	81419	82283	7	2	2	0	1	003	-150	0	0	0	0
167	1167	1	99	204786	82046;82047;82048;82049;82050;	0;0;0;0;0;	0;0;0;0;0;	125cm	62/44/69	82310	82312	12/24	82311	82288	7	2	8	0	1	003	-150	0	0	0	0
168	1168	1	99	204787	82046;82047;82048;82049;82050;	0;0;0;0;0;	0;0;0;0;0;	120cm	54/40/55	82313	82315	2/9	82314	82293	7	2	10	0	1	003	-150	0	0	0	0
169	1169	2	99	204788	82298;82299;82300;82301;82302;82303;82304;	1;5;4;1;2;3;3;	0;0;0;0;0;0;0;	171cm	87/60/85	82306	82307	10/24	82305	82298	8	0	1054	0	1	0	-150	0	0	0	0
170	1170	1	0	204790	82256;82257;82258;82259;82260;	0;0;0;0;0;	0;0;0;0;0;	163cm	84/59/87	82155	82324	12/7	82323	82320	7	2	1	0	1	002	-150	0	0	0	0
171	1171	1	0	204822	82256;82257;82258;82259;82260;	0;0;0;0;0;	0;0;0;0;0;	172cm	89/62/90	81547	82486	4/13	82485	82471	7	2	2	0	1	002	-150	0	0	0	0
172	1172	2	99	204792	82325;82326;82327;82328;82329;82330;	2;4;3;3;2;1;	0;0;0;0;0;0;	154cm	68/52/75	82332	82333	2/5	82331	82325	10	0	1055	0	1	0	-150	0	0	0	0
173	1173	1	0	204793	82334;82335;82336;82337;82338;	0;0;0;0;0;	0;0;0;0;0;	165cm	84/64/90	82108	82339	2/9	82107	82336	7	2	10	0	1	0	-150	0	0	0	0
174	1174	5	0	204794	82256;82257;82258;82259;82260;	0;0;0;0;0;	0;0;0;0;0;	??	-	82044	82297	-	82254	82348	7	3	4005	0	1	0	-150	0	0	0	0
175	1175	2	99	204795	82340;82341;82342;82343;82344;82345;	1;1;4;2;3;1;	0;0;0;0;0;0;	150cm	64/52/66	205033	82347	3/17	82346	82340	1	0	1056	0	1	003	-150	0	0	0	0
176	1176	2	99	204796	82349;82350;82351;82352;82353;82354;82355;82349;82350;82355;82354;	7;6;4;3;2;1;6;7;6;6;1;	0;0;0;0;0;0;0;0;0;0;0;	138cm	54/48/56	82358	82357	6/6	82356	82350	7	0	1057	0	1	001	-150	0	0	0	0
177	1177	1	0	204665	82256;82257;82258;82259;82260;	0;0;0;0;0;	0;0;0;0;0;	156cm	82/54/84	82373	291940	5/2	82372	82410	7	1	11	0	1	002	-150	0	0	0	0
178	1178	1	99	204797	82375;82376;82377;82378;82379;82380;	1;1;1;2;3;3;	0;0;0;0;0;0;	151cm	73/55/75	82382	82383	1/8	82381	82375	7	0	9	0	1	003	-150	0	0	0	0
179	1179	1	99	204798	82366;82367;82368;82369;82370;82371;	2;3;2;1;2;3;	0;0;0;0;0;0;	156cm	82/54/84	82373	82374	5/2	82372	82366	7	0	11	0	1	003	-150	0	0	0	0
180	1180	1	0	204799	82256;82257;82258;82259;82260;	0;0;0;0;0;	0;0;0;0;0;	172cm	89/62/90	81547	82365	4/13	81546	82363	7	2	2	0	1	002	-150	0	0	0	0
181	1181	2	99	204800	82384;82385;82386;82387;82388;82389;	1;2;1;3;2;4;	0;0;0;0;0;0;	137cm	54/48/56	82391	82392	7/7	82390	82384	11	0	1058	0	1	002	-150	0	0	0	0
182	1182	2	99	204807	82401;82402;82403;82404;82405;82406;	1;4;3;2;2;3;	0;0;0;0;0;0;	156cm	78/56/73	82408	82409	4/16	82407	82404	7	0	1059	0	1	002	-150	0	0	0	0
183	1183	2	99	204810	82411;82412;82413;82414;82415;82416;	1;3;4;2;2;1;	0;0;0;0;0;0;	161cm	78/65/80	82418	82419	3/8	82417	82411	3	0	1060	0	1	002	-150	0	0	0	0
184	1184	6	99	204811	82411;82412;82413;82414;82415;82416;	1;3;4;2;2;1;	0;0;0;0;0;0;	143cm	-	82466	82467	-	82466	82420	7	2	10401	0	1	002	-150	0	0	0	0
185	1185	6	99	204812	82411;82412;82413;82414;82415;82416;	1;3;4;2;2;1;	0;0;0;0;0;0;	167cm	-	82466	82468	-	82466	82443	7	2	10402	0	1	002	-150	0	0	0	0
186	1186	6	99	204813	82411;82412;82413;82414;82415;82416;	1;3;4;2;2;1;	0;0;0;0;0;0;	164cm	-	82466	82469	-	82466	82451	7	2	10403	0	1	002	-150	0	0	0	0
187	1187	6	99	204814	82411;82412;82413;82414;82415;82416;	1;3;4;2;2;1;	0;0;0;0;0;0;	165cm	-	82466	82470	-	82466	82461	7	2	10404	0	1	002	-150	0	0	0	0
188	1188	6	99	204842	82384;82385;82386;82387;82388;82389;	1;2;1;3;2;3;	0;0;0;0;0;0;	157cm	85/59/87	82466	82581	-	82466	82534	7	2	10501	0	1	011	-150	0	0	0	0
189	1189	6	99	204838	82384;82385;82386;82387;82388;82389;	1;2;1;3;2;4;	0;0;0;0;0;0;	145cm	72/53/74	82466	82582	-	82466	82540	7	2	10502	0	1	011	-150	0	0	0	0
196	1196	2	99	204823	82476;82477;82478;82479;82480;82481;	3;2;4;1;1;3;	0;0;0;0;0;0;	173cm	88/65/94	82483	82484	10/22	82482	82481	1	0	1061	0	1	002	-150	0	0	0	0
197	1197	3	0	204824	82487;82488;82489;82490;82491;	1;2;1;3;2;	0;0;0;0;0;	-	-	82466	82518	-	82517	82487	7	2	2109	0	1	002	-150	0	0	0	0
198	1198	3	0	204825	82492;82493;82494;82495;82496;	1;2;1;3;2;	0;0;0;0;0;	-	-	82466	82520	-	82519	82492	7	2	2110	0	1	002	-150	0	0	0	0
199	1199	3	0	204826	82497;82498;82499;82500;82501;	1;2;1;3;2;	0;0;0;0;0;	-	-	82466	82522	-	82521	82497	7	2	2111	0	1	002	-150	0	0	0	0
200	1200	3	0	204827	82502;82503;82504;82505;82506;	1;2;1;3;2;	0;0;0;0;0;	-	-	82466	82524	-	82523	82503	7	2	2112	0	1	002	-150	0	0	0	0
201	1201	3	0	204828	82507;82508;82509;82510;82511	1;2;1;3;2;	0;0;0;0;0;	-	-	82466	82526	-	82525	82507	7	2	2113	0	1	002	-150	0	0	0	0
202	1202	3	0	204829	82512;82513;82514;82515;82516	1;2;1;3;2;	0;0;0;0;0;	-	-	82466	82528	-	82527	82513	7	2	2114	0	1	002	-150	0	0	0	0
203	1203	2	99	204836	82564;82565;82566;82567;82568;	1;2;1;3;2;	0;0;0;0;0;	151cm	-	82570	82571	1/25	82569	82568	7	0	1053	0	1	002	-150	0	0	0	0
204	1204	2	99	204837	82572;82573;82574;82575;82576;82577;	1;4;2;5;3;3;	0;0;0;0;0;0;	167cm	93/52/86	82579	82580	6/26	82578	82572	9	0	1062	0	1	002	-150	0	0	0	0
205	1205	6	99	204839	82545;82546;82547;82548;82549;82550;	3;1;4;5;1;6;	0;0;0;0;0;0;	144cm	73/55/78	82466	82583	-	82466	82547	7	2	10503	0	1	011	-150	0	0	0	0
206	1206	6	99	204840	82551;82552;82553;82554;82555;82556;	0;0;0;0;0;0;	0;0;0;0;0;0;	157cm	85/59/87	82466	82581	-	82466	82551	7	2	10504	0	1	011	-150	0	0	0	0
207	1207	6	99	204841	82557;82558;82559;82560;82561;82562;	3;1;1;1;2;1;	0;0;0;0;0;0;	155cm	84/58/83	82466	82585	-	82466	82558	7	2	10505	0	1	011	-150	0	0	0	0
208	1208	6	99	204843	82563;82563;82563;82563;82563;82563;	0;0;0;0;0;0;	0;0;0;0;0;0;	152cm	75/55/79	82466	82586	-	82466	82563	7	2	10506	0	1	011	-150	0	0	0	0
209	1209	3	0	204856	82563;82563;82563;82563;82563;82563;	0;0;0;0;0;0;	0;0;0;0;0;0;	132cm	-	82593	82592	-	82466	82588	7	2	2999	0	1	002	-150	0	0	0	0
210	1210	1	0	204866	82563;82563;82563;82563;82563;82563;	0;0;0;0;0;0;	0;0;0;0;0;0;	147cm	74/55/76	205033	82599	8/18	81366	82596	7	3	3	0	1	0	-150	0	0	0	0
211	1211	2	99	204867	82601;82602;82603;82604;82605;82606;	1;2;1;3;1;4;	0;0;0;0;0;0;	165cm	92/64/94	82600	82608	6/26	82607	82601	6	0	1063	0	1	002	-150	0	0	0	0
212	1212	2	99	204868	82610;82611;82612;82613;82614;82615;	2;3;1;4;2;4;	0;0;0;0;0;0;	145cm	79/51/77	82609	82616	-	82617	82610	11	0	1064	0	1	002	-150	0	0	0	0
213	1213	2	99	204870	82618;82619;82620;82621;82622;82623;	1;4;4;3;2;3;	0;0;0;0;0;0;	168cm	88/61/84	82625	82626	4/10	82624	82620	3	0	1065	0	1	002	-150	0	0	0	0
214	1214	6	99	204874	82633;82634;82635;82636;82637;82638;	1;4;4;3;2;3;	0;0;0;0;0;0;	-	-	82466	82665	-	82664	82633	7	2	10601	0	1	012	-150	0	0	0	0
215	1215	6	99	204875	82639;82640;82641;82642;82643;82644;	1;4;4;3;2;3;	0;0;0;0;0;0;	-	-	82466	82667	-	82666	82679	7	2	10602	0	1	012	-150	0	0	0	0
216	1216	6	99	204877	82645;82646;82647;82648;82649;82650;	1;4;4;3;2;3;	0;0;0;0;0;0;	-	-	82466	82669	-	82668	82680	7	2	10603	0	1	012	-150	0	0	0	0
217	1217	6	99	204878	82651;82652;82653;82654;82655;82656;	1;4;4;3;2;3;	0;0;0;0;0;0;	-	-	82466	82671	-	82670	82681	7	2	10604	0	1	012	-150	0	0	0	0
218	1218	6	99	204876	82657;82658;82659;82660;82661;82662;	1;4;4;3;2;3;	0;0;0;0;0;0;	-	-	82466	82673	-	82672	82658	7	2	10605	0	1	012	-150	0	0	0	0
219	1219	1	0	204873	82627;82628;82629;82630;82631;82632	1;4;4;3;2;3;	0;0;0;0;0;0;	151cm	73/55/75	81961	82663	1/8	81962	82628	7	2	9	0	1	003	-150	0	0	0	0
220	1220	1	0	204864	82256;82257;82258;82259;82260;	0;0;0;0;0;	0;0;0;0;0;	145cm	73/54/77	82775	82777	6/23	82776	155155	7	1	12	0	1	002	-150	0	0	0	0
221	1221	1	0	204886	82256;82257;82258;82259;82260;	0;0;0;0;0;	0;0;0;0;0;	156cm	82/54/84	82373	204887	5/2	82372	82676	7	2	11	0	1	002	-150	0	0	0	0
222	1222	2	99	204890	82682;82683;82684;82685;82686;82687;	1;4;1;1;3;1	0;0;0;0;0;0;	158cm	82/58/77	82688	82689	-	82690	82682	11	0	1066	0	1	0	-150	0	0	0	0
223	1223	4	99	204900	82618;82619;82620;82621;82622;82623;	1;4;4;3;2;3;	0;0;0;0;0;0;	149cm	70/55/71	82803	82801	-	82802	82718	11	2	3001	0	1	002	-150	0	0	0	0
224	1224	4	99	204901	82618;82619;82620;82621;82622;82623;	1;4;4;3;2;3;	0;0;0;0;0;0;	152cm	74/52/75	82806	82804	-	82805	82719	11	2	3002	0	1	002	-150	0	0	0	0
225	1225	4	99	204902	82618;82619;82620;82621;82622;82623;	1;4;4;3;2;3;	0;0;0;0;0;0;	141cm	69/52/71	82809	82807	-	82808	82724	11	2	3003	0	1	002	-150	0	0	0	0
226	1226	2	99	204892	82691;82692;82693;82694;82695;82696;	1;2;3;2;1;4;	0;0;0;0;0;0;	167cm	82/56/84	82697	82698	1/31	82699	82691	2	0	1067	0	1	002	-150	0	0	0	0
227	1227	2	99	204893	82700;82701;82702;82703;82704;82705;	2;1;2;3;4;2;	0;0;0;0;0;0;	172cm	88/58/90	82706	82708	-	82707	82700	11	0	1068	0	1	002	-150	0	0	0	0
228	1228	2	99	204894	82729;82730;82731;82732;82733;82734;	1;1;2;1;5;3;	0;0;0;0;0;0;	128cm	61/46/63	82736	82737	-	82738	82733	9	0	1069	0	1	002	-150	0	0	0	0
229	1229	1	0	204895	82709;82710;82711;82712;82713;	1;4;4;3;2;3;	0;0;0;0;0;0;	149cm	74/56/78	205026	82778	10/18	81255	82713	7	3	6	0	1	002	-150	0	0	0	0
230	1230	2	99	204896	82739;82740;82741;82742;82743;82744;	1;2;1;1;1;1;	0;0;0;0;0;0;	162cm	82/64/86	82706	82747	-	82748	82745	3	0	1070	0	1	002	-150	0	0	0	0
231	1231	2	99	204897	82749;82750;82751;82752;82753;82754;	5;2;1;1;2;4;	0;0;0;0;0;0;	157cm	72/58/74	82746	82757	-	82767	82752	3	0	1071	0	1	002	-150	0	0	0	0
232	1232	2	99	204898	82758;82759;82760;82761;82762;82763;	4;5;1;4;4;5;	0;0;0;0;0;0;	161cm	84/60/82	82756	82766	-	82768	82760	3	0	1072	0	1	002	-150	0	0	0	0
233	1233	6	99	204899	82770;82771;82772;82773;82774;	2;1;2;3;4;2;	0;0;0;0;0;0;	-	-	82466	82769	-	82466	82773	7	0	10304	0	1	002	-150	0	0	0	0
234	1234	1	0	204903	82770;82771;82772;82773;82774;	0;0;0;0;0;0;	0;0;0;0;0;0;	168cm	92/61/92	82483	204904	3/1	204930	155173	7	1	13	0	1	002	-150	0	0	0	0
235	1235	2	99	204910	82789;82790;82791;82792;82793;82794;82795;	4;3;1;3;5;3;4;	0;0;0;0;0;0;0;	167cm	94/69/98	82796	82798	8/13	82797	82789	11	0	1073	0	1	002	-150	0	0	0	0
236	1236	1	0	204911	82709;82710;82711;82712;82713;	1;4;4;3;2;3;	0;0;0;0;0;0;	170cm	86/60/87	82800	204913	-	82799	82783	7	2	103	0	1	002	-150	0	0	0	0
237	1237	1	0	204912	82709;82710;82711;82712;82713;	1;4;4;3;2;3;	0;0;0;0;0;0;	151cm	73/55/75	81961	204914	1/8	81962	82786	7	2	9	0	1	002	-150	0	0	0	0
238	1238	2	99	204915	82810;82811;82812;82813;82814;82815;	1;5;2;3;2;4;	0;0;0;0;0;0;	162cm	80/66/82	82816	82818	6/28	82817	82810	11	0	1074	0	1	002	-150	0	0	0	0
239	1239	4	99	204754	82810;82811;82812;82813;82814;82815;	1;5;2;3;2;4;	0;0;0;0;0;0;	156cm	80/64/75	205033	82880	-	82879	82820	11	2	3004	0	1	002	-150	0	0	0	0
240	1240	4	99	204919	82810;82811;82812;82813;82814;82815;	1;5;2;3;2;4;	0;0;0;0;0;0;	170cm	95/72/86	205005	82882	-	82881	82826	11	2	3005	0	1	002	-150	0	0	0	0
241	1241	4	99	204920	82810;82811;82812;82813;82814;82815;	1;5;2;3;2;4;	0;0;0;0;0;0;	165cm	82/66/78	205025	82884	-	82883	82831	11	2	3006	0	1	002	-150	0	0	0	0
242	1242	2	99	204921	82834;82835;82836;82837;82838;82839;	1;3;4;5;1;2;	0;0;0;0;0;0;	-	-	82840	82842	-	82840	82834	11	0	1075	0	1	003	-150	0	0	0	0
243	1243	2	99	204922	82843;82844;82845;82846;82847;82848;	1;3;2;1;3;4;	0;0;0;0;0;0;	-	-	82840	82851	-	82840	82843	11	0	1076	0	1	003	-150	0	0	0	0
244	1244	2	99	204923	82852;82853;82854;82855;82856;82857;	1;4;3;2;3;4;	0;0;0;0;0;0;	-	-	82840	82860	-	82840	82852	11	0	1077	0	1	003	-150	0	0	0	0
245	1245	2	99	204924	82861;82862;82863;82864;82865;82866;	1;3;1;2;3;4;	0;0;0;0;0;0;	-	-	82840	82869	-	82840	82861	11	0	1078	0	1	003	-150	0	0	0	0
246	1246	2	99	204925	82870;82871;82872;82873;82874;82875;	1;3;1;2;3;5;	0;0;0;0;0;0;	162cm	80/66/82	82877	82878	7/13	82876	82870	11	0	1079	0	1	003	-150	0	0	0	0
247	1247	2	99	204931	82886;82887;82888;82889;82890;82891;	1;4;4;4;3;2;	0;0;0;0;0;0;	173cm	89/68/83	82885	82893	1/24	82892	82886	10	0	1080	0	1	004	-150	0	0	0	0
248	1248	1	0	204934	204935;204936;204937;204938;204939;	1;4;4;3;2;3;	0;0;0;0;0;0;	172cm	89/62/90	81547	204940	4/13	81546	204935	7	2	2	0	1	002	-150	0	0	0	0
249	1249	1	99	204941	82709;82710;82711;82712;82713;	1;4;4;3;2;3;	0;0;0;0;0;0;	122cm	55/41/55	82313	204962	5/2	204998	204945	7	2	11	0	1	002	-150	0	0	0	0
250	1250	1	99	204942	204935;204936;204937;204938;204939;	1;4;4;3;2;3;	0;0;0;0;0;0;	119cm	53/39/54	82310	204965	10/18	204963	204951	7	2	6	0	1	002	-150	0	0	0	0
251	1251	1	99	204943	204935;204936;204937;204938;204939;	1;4;4;3;2;3;	0;0;0;0;0;0;	120cm	54/40/55	82313	204964	8/18	1787	204958	7	2	3	0	1	002	-150	0	0	0	0
252	1252	2	99	204966	82834;82835;82836;82837;82838;82839;	1;3;4;5;1;2;	0;0;0;0;0;0;	163cm	86/56/80	205025	82902	9/18	82901	432013	11	2	1015	0	1	0	-150	0	0	0	0
253	1253	2	99	204967	82834;82835;82836;82837;82838;82839;	1;3;4;5;1;2;	0;0;0;0;0;0;	151cm	69/53/70	82036	82904	6/24	82903	432019	11	2	1046	0	1	0	-150	0	0	0	0
254	1254	2	99	204968	82834;82835;82836;82837;82838;82839;	1;3;4;5;1;2;	0;0;0;0;0;0;	128cm	61/46/63	82736	82906	-	82905	432026	11	2	1069	0	1	0	-150	0	0	0	0
255	1255	2	99	204969	82834;82835;82836;82837;82838;82839;	1;3;4;5;1;2;	0;0;0;0;0;0;	151cm	82/59/80	81995	82908	3/12	82907	432028	11	2	1043	0	1	0	-150	0	0	0	0
256	1256	2	99	204970	82834;82835;82836;82837;82838;82839;	1;3;4;5;1;2;	0;0;0;0;0;0;	145cm	79/51/77	82609	82910	-	82909	432032	11	2	1064	0	1	0	-150	0	0	0	0
257	1257	2	99	204971	82834;82835;82836;82837;82838;82839;	1;3;4;5;1;2;	0;0;0;0;0;0;	139cm	76/65/80	82184	82912	8/3	82911	432037	11	2	1052	0	1	0	-150	0	0	0	0
258	1258	2	0	204972	82384;82385;82386;82387;82388;82389;	1;2;1;3;2;4;	0;0;0;0;0;0;	163cm	86/56/80	205025	82902	9/18	82901	204982	7	2	1015	0	1	0	-150	0	0	0	0
259	1259	2	0	204973	82384;82385;82386;82387;82388;82389;	1;2;1;3;2;4;	0;0;0;0;0;0;	151cm	69/53/70	82036	82904	6/24	82903	204984	7	2	1046	0	1	0	-150	0	0	0	0
260	1260	2	0	204974	82384;82385;82386;82387;82388;82389;	1;2;1;3;2;4;	0;0;0;0;0;0;	128cm	61/46/63	82736	82906	-	82905	204988	7	2	1069	0	1	0	-150	0	0	0	0
261	1261	2	0	204975	82384;82385;82386;82387;82388;82389;	1;2;1;3;2;4;	0;0;0;0;0;0;	151cm	82/59/80	81995	82908	3/12	82907	204995	7	2	1043	0	1	0	-150	0	0	0	0
262	1262	2	0	204976	82384;82385;82386;82387;82388;82389;	1;2;1;3;2;4;	0;0;0;0;0;0;	145cm	79/51/77	82609	82910	-	82909	432003	7	2	1064	0	1	0	-150	0	0	0	0
263	1263	2	0	204977	82384;82385;82386;82387;82388;82389;	1;2;1;3;2;4;	0;0;0;0;0;0;	139cm	76/65/80	82184	82912	8/3	82911	432007	7	2	1052	0	1	0	-150	0	0	0	0
264	1264	1	0	432042	432043;432044;432045;432046;432047;	0;0;0;0;0;	0;0;0;0;0;	145cm	70/58/73	205034	432048	3/28	81349	432043	7	0	5	0	1	011	-150	0	0	0	0
265	1265	5	0	432049	82563;82563;82563;82563;82563;82563;	0;0;0;0;0;0;	0;0;0;0;0;0;	147cm	??/??/??	205033	82599	8/18	81366	82596	7	3	4006	0	1	0	-150	0	0	0	0
266	1266	1	0	432050	82384;82385;82386;82387;82388;82389;	1;2;1;3;2;4;	0;0;0;0;0;0;	163cm	84/59/87	82155	432056	12/7	82154	432051	7	2	1	0	1	0	-150	0	0	0	0
267	1267	2	99	432063	432091;432092;432093;432094;432095;432096;	4;3;1;5;2;1;	0;0;0;0;0;0;	120cm	60/49/62	432098	432099	2/14	432097	432096	11	0	1081	0	1	003	-150	0	0	0	0
268	1268	2	99	432064	432079;432080;432081;432082;432083;432084;432085;432086;432087;	1;7;10;8;4;5;3;9;6;	0;0;0;0;0;0;0;0;0;	152cm	75/52/79	432089	432090	11/15	432088	432079	11	0	1082	0	1	003	-150	0	0	0	0
269	1269	1	99	432065	204935;204936;204937;204938;204939;	1;4;4;3;2;3;	0;0;0;0;0;0;	145cm	73/54/77	82775	432077	6/23	82776	432070	7	2	12	0	1	002	-150	0	0	0	0
270	1270	1	99	432066	204935;204936;204937;204938;204939;	1;4;4;3;2;3;	0;0;0;0;0;0;	159cm	86/56/88	81709	432078	12/24	81708	432074	7	2	8	0	1	002	-150	0	0	0	0
271	1271	1	0	432100	82384;82385;82386;82387;82388;82389;	1;2;1;3;2;4;	0;0;0;0;0;0;	165cm	84/64/90	82108	432112	2/9	82107	432102	7	2	10	0	1	0	-150	0	0	0	0
