ID	PNGName	DevX	DevY	StorySide	FigueName	FacePosition	FlipOnOtherSide	Scale	BaseScale
739	CrossFactionBattle3/739	0.5	0.42	2	1824	0;0	0	1	1
740	CrossFactionBattle3/740	0.5	0.42	2	1600	0;0	0	1	1
741	CrossFactionBattle3/741	0.5	0.54	2	204703	543;854	0	1	1
742	Pet/742	0.5	0.4	2	71421	0;0	0	1	1
743	Pet/743	0.5	0.4	2	1631	0;0	0	1	1
744	CrossFactionBattle2/719	0.5	0.55	1	204869	529.7;784.2	0	1	1
745	Boss/887	0.5	0.6	2	320348	493;879	0	1	1
746	Partner/1224	0.5	0.56	1	204901	0;0	0	1	1
747	Partner/1225	0.5	0.56	1	204902	514;806	0	1	1
748	Partner/1221	0.5	0.49	1	291937	508;767	0	1	1
749	Partner/1236	0.5	0.54	1	293001	0;0	0	1	1
750	Partner/1238	0.5	0.6	1	204915	538;878	0	1	1
751	Homi/702	0.5	0.26	1	204916	0;0	0	1	1
752	Partner/1196	0.5	0.55	1	204823	502;903	0	1	1
753	Partner/1228	0.5	0.59	1	204894	539.1;846.1	0	1	1
754	Partner/1234	0.5	0.58	1	204927	0;0	0	1	1
755	Kevin/802	0.5	0.3	2	320349	0;0	0	1	1
756	Kevin/802	0.5	0.3	2	320350	0;0	0	1	1
757	Partner/1240	0.5	0.56	1	204919	0;0	0	1	1
758	Partner/1241	0.5	0.56	1	204920	0;0	0	1	1
759	Partner/11551	0.5	0.48	1	204768	559;686	0	1	1
760	Partner/1212	0.5	0.51	1	204868	548;755	0	1	1
761	Partner/1149	0.5	0.58	1	204760	480;875	0	1	1
762	Partner/1128	0.5	0.45	1	204722	535;723	0	1	1
763	Partner/1147	0.5	0.58	1	204345	0;0	0	1	1
764	Partner/1148	0.5	0.58	1	204592	0;0	0	1	1
765	Partner/1248	0.5	0.55	1	204554	0;0	0	1	1
766	Boss3/679	0.5	0.58	1	204961	508.1;847	0	1	1
767	Partner/1249	0.5	0.5	1	291937	491;766	0	1	1
768	Partner/1250	0.5	0.55	1	204561	546;776	0	1	1
769	Partner/1251	0.5	0.55	1	204555	501;768.1	0	1	1
770	Partner/1166	0.5	0.55	1	204554	521;760.4	0	1	1
771	Boss3/680	0.5	0.55	1	354551	531;838	0	1	1
772	Boss3/681	0.5	0.55	1	354555	615.1;783	0	1	1
773	Boss3/682	0.5	0.56	1	354554	520;873.9	0	1	1
774	Boss3/683	0.5	0.55	1	354553	0;0	0	1	1
775	Boss3/684	0.5	0.58	1	354552	526;862.1	0	1	1
776	Boss3/685	0.5	0.55	1	354550	534;887.9	0	1	1
777	Partner/1183	0.5	0.53	1	204810	512;811	0	1	1
778	Boss3/686	0.5	0.35	1	204557	470;637	0	1	1
779	Boss3/687	0.5	0.55	1	204666	534;904	0	1	1
780	Boss3/687	0.5	0.55	1	205304	534;904	0	1	1
781	Partner/1266	0.5	0.58	1	204345	515;869	0	1	1
782	Partner/11552	0.5	0.48	1	204768	559;686	0	1	1
785	Partner/1271	0.5	0.56	1	204736	0;0	0	1	1
786	Partner/1277	0.5	0.4	1	204864	0;0	0	1	1
787	Partner/1284	0.5	0.2	1	204644	0;0	0	1	1
788	Kevin/802	0.5	0.3	2	432160	0;0	0	1	1
789	Partner/1282	0.5	0.55	1	432162	526;817	0	1	1
790	Partner/1283	0.5	0.4	1	432163	0;0	0	1	1
791	Ningdi/036	0.5	0.56	1	204688	0;0	0	1	1
792	Kika/037	0.5	0.55	1	204665	0;0	0	1	1
793	Partner/1296	0.5	0.56	1	204688	538;849	0	1	1
794	Pet/977	0.5	0.3	2	432267	0;0	0	1	1
795	Kevin/802	0.5	0.3	2	14339	0;0	0	1	1
796	Pet/796	0.5	0.45	2	70068	0;0	0	1	1
797	Pet/797	0.5	0.45	2	71841	0;0	0	1	1
798	Boss2/526	0.5	0.5	1	293135	514;819	0	1	1
799	Boss2/527	0.5	0.5	1	293135	515;815	0	1	1
800	Partner/1298	0.5	0.4	1	204665	0;0	0	1	1
801	Kevin/801	0.5	0.58	2	204572	0;0	0	1	1
802	Kevin/802	0.5	0.3	2	55489	0;0	0	1	1
803	Kevin/802	0.5	0.3	2	204589	0;0	0	1	1
804	Kevin/802	0.5	0.3	2	204594	0;0	0	1	1
805	Kevin/802	0.5	0.3	2	204584	0;0	0	1	1
806	Homi/806	0.5	0.26	2	204623	0;0	0	1	1
807	Boss/807	0.5	0.57	2	204645	0;0	0	1	1
808	Boss/808	0.5	0.57	2	204664	0;0	0	1	1
809	Kika/809	0.5	0.6	2	204665	519;909	0	1	1
810	Boss/810	0.5	0.57	2	204666	512;923	0	1	1
811	Kevin/802	0.5	0.57	2	204667	0;0	0	1	1
812	Kevin/802	0.5	0.57	2	204668	0;0	0	1	1
813	Kevin/802	0.5	0.57	2	204669	0;0	0	1	1
814	Kevin/802	0.5	0.57	2	204670	0;0	0	1	1
815	Kevin/802	0.5	0.57	2	204673	0;0	0	1	1
816	Kiana/816	0.5	0.57	2	204584	0;0	0	1	1
817	Kiana/816	0.5	0.57	2	204645	0;0	0	1	1
818	Pet/818	0.5	0.4	1	1824	0;0	0	1	1
819	Kevin/819	0.5	0.62	1	204703	501;858.88	0	1	1
820	Pet/820	0.5	0.4	2	204705	0;0	0	1	1
821	Partner/1113	0.5	0.58	2	204346	0;0	0	1	1
822	Partner/1114	0.5	0.59	2	204643	0;0	0	1	1
823	Partner/1115	0.5	0.57	1	204599	0;0	0	1	1
824	Partner/1116	0.5	0.57	2	204624	0;0	0	1	1
825	Partner/1117	0.5	0.57	1	204639	0;0	0	1	1
826	Partner/1118	0.5	0.55	1	204642	0;0	0	1	1
827	Partner/1121	0.5	0.57	1	204646	0;0	0	1	1
828	Partner/1122	0.5	0.57	1	204638	0;0	0	1	1
829	Partner/1123	0.5	0.57	2	204641	0;0	0	1	1
830	Partner/1124	0.5	0.57	2	204637	0;0	0	1	1
831	Partner/1125	0.5	0.55	1	204136	0;0	0	1	1
832	Partner/1126	0.5	0.55	2	72023	0;0	0	1	1
833	Partner/1127	0.5	0.58	1	204555	0;0	0	1	1
834	Partner/1129	0.5	0.58	1	204561	525;866.92	0	1	1
835	Partner/1130	0.5	0.58	2	204585	476;852.92	0	1	1
836	Partner/1131	0.5	0.55	1	204725	519;813	0	1	1
837	Partner/1095	0.5	0.5	1	204679	521;792	0	1	1
838	Partner/1112	0.5	0.57	2	204704	519;900	0	1	1
839	Partner/1051	0.5	0.6	2	204646	525.9;902	0	1	1
840	Partner/1120	0.5	0.55	2	204713	494;872	0	1	1
841	Partner/1138	0.5	0.54	1	204553	494;708.98	0	1	1
842	Partner/1139	0.5	0.53	1	204614	512;750.2	0	1	1
843	Partner/1140	0.5	0.55	2	204585	537;786.9	0	1	1
844	Partner/1132	0.5	0.5	1	204554	0;0	0	1	1
845	Partner/1133	0.5	0.5	2	204553	0;0	0	1	1
846	Partner/1136	0.5	0.55	2	204730	507;894	0	1	1
847	Kevin/802	0.5	0.57	2	204737	0;0	0	1	1
848	Kevin/802	0.5	0.57	1	320071	0;0	0	1	1
849	Kevin/802	0.5	0.57	2	1960	0;0	0	1	1
850	Kevin/802	0.5	0.57	1	204745	0;0	0	1	1
851	Kevin/802	0.5	0.57	1	204746	0;0	0	1	1
852	Kevin/802	0.5	0.57	1	204747	0;0	0	1	1
853	Kevin/802	0.5	0.57	1	204755	0;0	0	1	1
854	Partner/1134	0.5	0.55	2	204728	457;822	0	1	1
855	Partner/1135	0.5	0.55	1	204729	496;858	0	0.92	1
856	Partner/1111	0.5	0.53	2	204702	516;815	0	1	1
857	Boss/050	0.5	0.54	2	204758	492;841	0	1	1
858	Partner/1150	0.5	0.58	1	204713	484;870	0	1	1
859	Partner/1151	0.5	0.58	1	204730	574;895	0	1	1
860	Partner/1152	0.5	0.58	1	204704	547;925	0	1	1
861	Partner/1153	0.5	0.58	1	204679	527;863	0	1	1
862	Partner/1154	0.5	0.58	1	204725	514;868	0	1	1
863	Boss/863	0.5	0.57	2	204664	521;938	0	1	1
864	Boss/050	0.5	0.54	2	204584	492;841	0	1	1
865	Boss/051	0.5	0.54	2	204757	497;770	0	1	1
866	Partner/1025	0.5	0.52	1	204769	546.6;835.4	0	1	1
867	Boss/051	0.5	0.54	2	204584	497;770	0	1	1
868	Boss/868	0.5	0.6	2	291881	495;899	0	1	1
869	Partner/1169	0.5	0.55	1	204788	530;888	0	1	1
870	Partner/1166	0.5	0.55	1	204566	521;760.4	0	1	1
871	Partner/1168	0.5	0.55	1	204736	516.5;801.5	0	1	1
872	Partner/1165	0.5	0.56	1	204784	0;0	0	1	1
873	Partner/1170	0.5	0.55	1	204553	523;848	0	1	1
874	Partner/1171	0.5	0.55	1	204554	0;0	0	1	1
875	Boss/873	0.5	0.56	2	204553	468;800	0	1	1
876	Boss/874	0.5	0.54	2	204791	438;842	0	1	1
877	Partner/1178	0.5	0.54	1	204614	512;891	0	1	1
878	Partner/1179	0.5	0.44	1	204665	544;759	0	1	1
879	Partner/1180	0.5	0.54	1	204554	510;873	0	1	1
880	Mei/880	0.5	0.54	1	204554	510;873	0	1	1
881	Kevin/802	0.5	0.3	2	204803	0;0	0	1	1
882	WorldBoss6/882	0.5	0.56	2	204805	0;0	0	1.15	1
883	WorldBoss6/883	0.5	0.56	2	204805	0;0	0	1.15	1
884	Boss/876	0.5	0.49	2	204581	0;0	0	1	1
885	Boss/876_001	0.5	0.49	2	204581	0;0	0	1	1
886	Boss/886	0.5	0.6	2	291881	490;891	0	1	1
887	Boss/887	0.5	0.6	2	204806	493;879	0	1	1
888	Boss/888	0.5	0.56	2	204591	0;0	0	1	1
889	Kevin/694	0.5	0.56	2	204806	0;0	0	1	1
890	Kevin/694	0.5	0.56	2	204584	0;0	0	1	1
891	Partner/1184	0.5	0.49	1	204811	563;761	0	1	1
892	Partner/1185	0.5	0.53	1	204812	486;855	0	1	1
893	Partner/1186	0.5	0.53	1	204813	499;888	0	1	1
894	Partner/1187	0.5	0.55	1	204814	509;907	0	1	1
895	Partner/1184	0.5	0.49	1	204815	563;761	0	1	1
896	WorldBoss6/896	0.5	0.56	2	204805	0;0	0	1.15	1
897	Boss/897	0.5	0.6	1	204615	506;895	0	1	1
898	Boss/890	0.5	0.5	1	293059	0;0	0	1	1
899	Kevin/802	0.5	0.6	2	204806	493;879	0	1	1
901	Kevin/802	0.5	0.54	2	204573	0;0	0	1	1
909	Kevin/802	0.5	0.62	2	204574	0;0	0	1	1
917	Kevin/802	0.5	0.62	2	204575	0;0	0	1	1
918	Pet/918	0.5	0.4	2	3623	0;0	0	1	1
919	Pet/919	0.5	0.4	2	3568	0;0	0	1	1
921	Anira/921	0.5	0.55	2	54025	0;0	0	1	1
922	Anira/922	0.5	0.55	2	54025	0;0	0	1	1
923	Silver/923	0.5	0.55	2	204588	0;0	0	1	1
924	Error/924	0.5	0.5	2	204589	0;0	0	1	1
925	Anira/925	0.5	0.55	2	54025	0;0	0	1	1
926	Partner/10422	0.5	0.45	2	204605	0;0	0	1	1
927	Partner/1047	0.5	0.58	1	204561	0;0	0	1	1
928	Partner/1048	0.5	0.58	1	204561	0;0	0	1	1
929	Kevin/929	0.5	0.6	2	204636	0;0	0	1	1
930	Partner/1056	0.5	0.6	2	73428	0;0	0	1	1
931	Partner/1057	0.5	0.6	2	73429	0;0	0	1	1
932	Partner/1058	0.5	0.6	2	204640	0;0	0	1	1
933	Partner/1059	0.5	0.63	2	73441	0;0	0	1	1
934	Partner/1060	0.5	0.6	2	73430	0;0	0	1	1
935	Partner/1046	0.5	0.57	2	204624	485.5;849	0	1	1
936	Partner/1002	0.5	0.53	1	204346	0;0	0	1	1
937	Partner/1055	0.5	0.58	1	204639	508;882	0	1	1
938	Partner/1063	0.5	0.61	2	204642	497;911	0	1	1
939	Partner/1064	0.5	0.56	2	204643	511;827	0	1	1
940	Partner/1053	0.5	0.5	2	204637	516;804	0	1	1
941	Partner/1009	0.5	0.51	1	80001	522;949	0	0.9	1
942	Partner/1062	0.5	0.63	2	204641	489;904	0	1	1
943	Partner/1051	0.5	0.61	2	204789	525.9;902	0	1	1
944	Partner/1008	0.5	0.46	1	204136	0;0	0	1	1
945	Partner/10311	0.5	0.51	2	121012	387.4;813.7	0	1	1
946	Partner/1054	0.5	0.54	2	204638	493;810	0	1	1
947	Partner/10202	0.5	0.41	2	80012	0;0	0	1	1
948	Partner/1052	0.5	0.58	2	72023	526.4;842.8	0	1	1
949	Partner/1003	0.5	0.5	2	204347	0;0	0	1	1
950	Partner/1068	0.5	0.57	2	204624	0;0	0	1	1
951	Partner/1069	0.5	0.53	2	204346	0;0	0	1	1
952	Partner/1070	0.5	0.59	2	204643	0;0	0	1	1
953	Partner/1071	0.5	0.59	1	204599	0;0	0	1	1
954	Partner/1072	0.5	0.59	1	204642	0;0	0	1	1
955	Partner/1073	0.5	0.58	1	204639	0;0	0	1	1
956	Partner/1074	0.5	0.58	1	204646	0;0	0	1	1
957	Partner/1075	0.5	0.57	1	204638	0;0	0	1	1
958	Partner/1076	0.5	0.57	2	204641	0;0	0	1	1
959	Partner/1077	0.5	0.55	2	204637	0;0	0	1	1
960	Partner/1078	0.5	0.54	1	204136	0;0	0	1	1
961	Partner/1079	0.5	0.54	2	72023	0;0	0	1	1
962	Partner/1085	0.5	0.51	2	204584	0;0	0	1	1
963	Kevin/963	0.5	0.35	2	204663	0;0	0	1	1
964	Kevin/964	0.5	0.4	1	204555	0;0	0	1	1
965	Kevin/965	0.5	0.4	1	204555	0;0	0	1	1
966	Kevin/966	0.5	0.4	1	204555	0;0	0	1	1
967	Kevin/802	0.5	0.4	2	204556	0;0	0	1	1
968	Kevin/802	0.5	0.4	1	204557	0;0	0	1	1
969	Kevin/802	0.5	0.4	2	204561	0;0	0	1	1
970	Kevin/802	0.5	0.4	1	204585	0;0	0	1	1
971	Kevin/802	0.5	0.4	2	204592	0;0	0	1	1
972	Partner/1090	0.5	0.51	2	204675	0;0	0	1	1
973	Pet/973	0.5	0.4	2	1659	0;0	0	1	1
974	Pet/974	0.5	0.4	2	1754	0;0	0	1	1
975	Pet/975	0.5	0.4	2	120301	0;0	0	1	1
976	Pet/976	0.5	0.4	2	1699	0;0	0	1	1
977	Pet/977	0.5	0.3	2	204691	0;0	0	1	1
978	Pet/978	0.5	0.3	2	204692	0;0	0	1	1
979	Pet/979	0.5	0.3	2	204693	0;0	0	1	1
980	Pet/980	0.5	0.3	2	204694	0;0	0	1	1
981	Pet/981	0.5	0.3	2	204695	0;0	0	1	1
982	Pet/982	0.5	0.4	2	71839	0;0	0	1	1
983	Pet/983	0.5	0.4	2	71737	0;0	0	1	1
984	Partner/1100	0.5	0.56	1	204557	0;0	0	0.94	1
985	Kevin/802	0.5	0.3	1	204686	0;0	0	1	1
986	Partner/1102	0.5	0.56	1	204644	0;0	0	1	1
987	Pet/987	0.5	0.4	2	60002	0;0	0	1	1
988	Pet/988	0.5	0.4	2	170012	0;0	0	1	1
989	Pet/989	0.5	0.4	2	171029	0;0	0	1	1
990	Pet/990	0.5	0.4	2	60001	0;0	0	1	1
991	Pet/991	0.5	0.4	1	110304	0;0	0	1	1
992	Kevin/802	0.5	0.3	1	204696	0;0	0	1	1
993	Kevin/802	0.5	0.3	1	204697	0;0	0	1	1
994	Pet/994	0.5	0.4	2	150301	0;0	0	1	1
995	Pet/995	0.5	0.4	2	131027	0;0	0	1	1
996	Pet/996	0.5	0.4	2	110306	0;0	0	1	1
997	Pet/997	0.5	0.4	2	1776	0;0	0	1	1
998	Kevin/802	0.5	0.3	1	204698	0;0	0	1	1
999	Kevin/802	0.5	0.3	1	204699	0;0	0	1	1
1001	Partner/1001	0.5	0.6	1	204345	522;949	0	1	1
1002	Partner/1002	0.5	0.5	1	204346	0;0	0	1	1
1003	Partner/1003	0.5	0.5	1	204347	0;0	0	1	1
1004	Partner/1004	0.5	0.56	1	204348	0;0	0	1	1
1005	Partner/1005	0.5	0.6	1	204349	0;0	0	1	1
1006	Partner/1006	0.5	0.45	1	204350	0;0	0	1	1
1007	Partner/1007	0.5	0.6	1	204351	0;0	0	1	1
1008	Partner/1008	0.5	0.45	1	204136	0;0	0	1	1
1009	Partner/1009	0.5	0.5	1	80001	522;949	0	1	1
1010	Partner/1010	0.5	0.5	1	80002	486;844.8	0	1	1
1011	Partner/1011	0.5	0.6	1	80003	454.6;913.3	0	1	1
1012	Partner/1012	0.5	0.56	1	80004	456.2;914	0	1	1
1013	Partner/1013	0.5	0.57	1	80005	549;880	0	1	1
1014	Partner/1014	0.5	0.56	1	80006	582.9;860.5	0	1	1
1015	Partner/1015	0.5	0.57	1	80007	544.7;935.9	0	1	1
1016	Partner/1016	0.5	0.58	1	80008	491.1;913.2	0	1	1
1017	Partner/1017	0.5	0.57	1	80009	518.8;894.2	0	1	1
1018	Partner/1018	0.5	0.58	1	80010	542.4;913.9	0	1	1
1019	Partner/1019	0.5	0.5	1	80011	0;0	0	1	1
10201	Partner/10201	0.5	0.4	1	80012	0;0	0	1	1
10202	Partner/10202	0.5	0.4	1	80012	0;0	0	1	1
1021	Partner/1021	0.5	0.45	1	71699	423.5;809.6	0	1	1
1022	Partner/1022	0.5	0.47	1	72303	491;799.7	0	1	1
1023	Partner/1023	0.5	0.53	1	12327	506.1;853.8	0	1	1
1024	Partner/1024	0.5	0.55	1	204590	522.2;856.3	0	1	1
1025	Partner/1025	0.5	0.52	1	12271	546.6;835.4	0	1	1
1026	Partner/1026	0.5	0.54	1	204561	0;0	0	1	1
1027	Partner/1027	0.5	0.48	1	11053	507.5;821.5	0	1	1
1028	Partner/1028	0.5	0.54	1	71870	494.4;872.5	0	1	1
1029	Partner/1029	0.5	0.48	1	204593	422.9;783.5	0	1	1
1030	Partner/1030	0.5	0.57	1	204595	508.9;941.2	0	1	1
10311	Partner/10311	0.5	0.5	1	121012	387.4;813.7	0	1	1
10312	Partner/10312	0.5	0.5	1	121012	387.4;813.7	0	1	1
1032	Partner/1032	0.5	0.55	1	204596	561;838	0	1	1
1033	Partner/1033	0.5	0.5	1	204585	475;802	0	1	1
1034	Partner/1034	0.5	0.53	1	204557	0;0	0	1	1
1035	Partner/1035	0.5	0.55	1	204598	538;896	0	1	1
1036	Partner/1036	0.5	0.5	1	204599	462;759	0	1	1
1037	Partner/1037	0.5	0.53	1	204600	491.2;824.7	0	1	1
1038	Partner/1038	0.5	0.55	1	204601	0;0	0	1	1
1039	Partner/1039	0.5	0.45	1	1642	518.1;753.2	0	1	1
1040	Partner/1040	0.5	0.45	1	1650	495;753	0	1	1
1041	Partner/1041	0.5	0.55	1	204602	0;0	0	1	1
1042	Partner/10421	0.5	0.42	1	204605	0;0	0	1	1
10421	Partner/10421	0.5	0.42	1	204605	0;0	0	1	1
10422	Partner/10422	0.5	0.42	1	204605	0;0	0	1	1
1043	Partner/1043	0.5	0.55	1	15859	0;0	0	1	1
1044	Partner/1044	0.5	0.45	1	204606	0;0	0	1	1
1045	Partner/1045	0.5	0.55	1	10745	0;0	0	1	1
1046	Partner/1046	0.5	0.56	1	204624	485.5;849	0	1	1
1047	Partner/1047	0.5	0.58	1	204626	0;0	0	1	1
1048	Partner/1048	0.5	0.58	1	204627	0;0	0	1	1
1049	Partner/1049	0.5	0.6	1	71694	525.9;902	0	1	1
1050	Partner/1050	0.5	0.6	1	71695	525.9;902	0	1	1
1051	Partner/1051	0.5	0.6	1	71696	525.9;902	0	1	1
1052	Partner/1052	0.5	0.57	1	72023	526.4;842.8	0	1	1
1053	Partner/1053	0.5	0.53	1	204637	516;804	0	1	1
1054	Partner/1054	0.5	0.53	1	204638	493;810	0	1	1
1055	Partner/1055	0.5	0.57	1	204639	508;882	0	1	1
1056	Partner/1056	0.5	0.59	1	73428	0;0	0	1	1
1057	Partner/1057	0.5	0.59	1	73429	0;0	0	1	1
1058	Partner/1058	0.5	0.59	1	204640	0;0	0	1	1
1059	Partner/1059	0.5	0.6	1	73441	0;0	0	1	1
1060	Partner/1060	0.5	0.59	1	73430	0;0	0	1	1
1061	Partner/1061	0.5	0.5	1	204629	0;0	0	1	1
1062	Partner/1062	0.5	0.62	1	204641	489;904	0	1	1
1063	Partner/1063	0.5	0.6	1	204642	497;911	0	1	1
1064	Partner/1064	0.5	0.57	1	204643	511;827	0	1	1
1065	Partner/1065	0.5	0.59	1	71822	0;0	0	1	1
1066	Partner/1066	0.5	0.59	1	291541	0;0	0	1	1
1067	Partner/1067	0.5	0.58	1	204556	0;0	0	1	1
1068	Partner/1068	0.5	0.57	1	204624	0;0	0	1	1
1069	Partner/1069	0.5	0.53	1	204346	0;0	0	1	1
1070	Partner/1070	0.5	0.59	1	204643	0;0	0	1	1
1071	Partner/1071	0.5	0.59	1	204599	0;0	0	1	1
1072	Partner/1072	0.5	0.59	1	204642	0;0	0	1	1
1073	Partner/1073	0.5	0.58	1	204639	0;0	0	1	1
1074	Partner/1074	0.5	0.58	1	204646	0;0	0	1	1
1075	Partner/1075	0.5	0.57	1	204638	0;0	0	1	1
1076	Partner/1076	0.5	0.57	1	204641	0;0	0	1	1
1077	Partner/1077	0.5	0.55	1	204637	0;0	0	1	1
1078	Partner/1078	0.5	0.54	1	204136	0;0	0	1	1
1079	Partner/1079	0.5	0.54	1	72023	0;0	0	1	1
1080	Partner/1080	0.5	0.55	1	291574	0;0	0	1	1
1081	Partner/1081	0.5	0.52	1	291571	0;0	0	1	1
1082	Partner/1082	0.5	0.56	1	291565	0;0	0	1	1
1083	Partner/1083	0.5	0.58	1	204592	482;882.92	0	1	1
1084	Partner/1084	0.5	0.42	1	204644	0;0	0	1	1
1085	Partner/1085	0.5	0.5	1	204660	0;0	0	1	1
1086	Partner/1086	0.5	0.53	1	204661	0;0	0	1	1
1087	Partner/1087	0.5	0.4	1	73736	0;0	0	1	1
1088	Partner/1088	0.5	0.53	1	204672	0;0	0	1	1
1089	Partner/1089	0.5	0.43	1	204674	0;0	0	1	1
1090	Partner/1090	0.5	0.53	1	204675	0;0	0	1	1
1091	Partner/1091	0.5	0.58	1	204676	469;896	0	1	1
1092	Partner/1092	0.5	0.42	1	204677	0;0	0	1	1
1093	Partner/1093	0.5	0.4	1	903	0;0	0	1	1
1094	Partner/1094	0.5	0.5	1	204678	0;0	0	1	1
1095	Partner/1095	0.5	0.5	1	204679	521;792	0	1	1
1096	Partner/1096	0.5	0.42	1	204680	0;0	0	1	1
1097	Partner/1097	0.5	0.5	1	204681	0;0	0	1	1
1098	Partner/1098	0.5	0.42	1	204682	0;0	0	1	1
1099	Partner/1099	0.5	0.56	1	204683	0;0	0	1	1
1100	Partner/1100	0.5	0.56	1	204684	0;0	0	1	1
1101	Partner/1101	0.5	0.56	1	204685	523;871	0	1	1
1102	Partner/1102	0.5	0.56	1	204690	0;0	0	1	1
1103	Partner/1103	0.5	0.53	1	204700	504;851	0	1	1
1104	Partner/1104	0.5	0.57	1	81841	0;0	0	1	1
1105	Partner/1105	0.5	0.57	1	81845	0;0	0	1	1
1106	Partner/1106	0.5	0.6	1	81849	0;0	0	1	1
1107	Partner/1107	0.5	0.48	1	81853	0;0	0	1	1
1108	Partner/1108	0.5	0.5	1	81857	0;0	0	1	1
1109	Partner/1109	0.5	0.48	1	81861	0;0	0	1	1
1110	Partner/1110	0.5	0.4	1	204701	0;0	0	1	1
1111	Partner/1111	0.5	0.53	1	204702	516;815	0	1	1
1112	Partner/1112	0.5	0.57	1	204704	519;900	0	1	1
1113	Partner/1113	0.5	0.58	1	204707	0;0	0	1	1
1114	Partner/1114	0.5	0.58	1	204708	0;0	0	1	1
1115	Partner/1115	0.5	0.57	1	204709	0;0	0	1	1
1116	Partner/1116	0.5	0.57	1	204710	0;0	0	1	1
1117	Partner/1117	0.5	0.57	1	204711	0;0	0	1	1
1118	Partner/1118	0.5	0.55	1	204712	0;0	0	1	1
1119	Partner/1119	0.5	0.55	1	204614	0;0	0	1	1
1120	Partner/1120	0.5	0.55	1	204713	494;872	0	1	1
1121	Partner/1121	0.5	0.57	1	204714	0;0	0	1	1
1122	Partner/1122	0.5	0.57	1	204715	0;0	0	1	1
1123	Partner/1123	0.5	0.57	1	204716	0;0	0	1	1
1124	Partner/1124	0.5	0.57	1	204717	0;0	0	1	1
1125	Partner/1125	0.5	0.55	1	204718	0;0	0	1	1
1126	Partner/1126	0.5	0.55	1	204719	0;0	0	1	1
1127	Partner/1127	0.5	0.58	1	204721	0;0	0	1	1
1128	Partner/1128	0.5	0.45	1	204722	535;723	0	1	1
1129	Partner/1129	0.5	0.58	1	204723	0;0	0	1	1
1130	Partner/1130	0.5	0.58	1	204724	0;0	0	1	1
1131	Partner/1131	0.5	0.55	1	204725	519;813	0	1	1
1132	Partner/1132	0.5	0.5	1	204726	0;0	0	1	1
1133	Partner/1133	0.5	0.5	1	204727	0;0	0	1	1
1134	Partner/1134	0.5	0.55	1	204728	457;822	0	1	1
1135	Partner/1135	0.5	0.55	1	204729	496;858	0	1	1
1136	Partner/1136	0.5	0.55	1	204730	507;894	0	1	1
1137	Partner/1137	0.5	0.55	1	204731	0;0	0	1	1
1138	Partner/1138	0.5	0.55	1	204732	494;708.98	0	1	1
1139	Partner/1139	0.5	0.55	1	204733	512;750.2	0	1	1
1140	Partner/1140	0.5	0.55	1	204734	537;786.9	0	1	1
1141	Partner/1141	0.5	0.55	1	204571	0;0	0	1	1
1142	Partner/1142	0.5	0.55	1	204736	0;0	0	1	1
1143	Partner/1143	0.5	0.41	1	204748	0;0	0	1	1
1144	Partner/1144	0.5	0.43	1	204749	0;0	0	1	1
1145	Partner/1145	0.5	0.43	1	204750	0;0	0	1	1
1146	Partner/1146	0.5	0.42	1	204751	0;0	0	1	1
1147	Partner/1147	0.5	0.58	1	204756	0;0	0	1	1
1148	Partner/1148	0.5	0.58	1	204759	0;0	0	1	1
1149	Partner/1149	0.5	0.58	1	204760	480;875	0	1	1
1150	Partner/1150	0.5	0.58	1	204761	484;870	0	1	1
1151	Partner/1151	0.5	0.58	1	204762	574;895	0	1	1
1152	Partner/1152	0.5	0.58	1	204763	547;925	0	1	1
1153	Partner/1153	0.5	0.58	1	204764	527;863	0	1	1
1154	Partner/1154	0.5	0.58	1	204765	514;868	0	1	1
11551	Partner/11551	0.5	0.44	1	204768	559;686	0	1	1
11552	Partner/11552	0.5	0.44	1	204768	559;686	0	1	1
1157	Partner/1157	0.5	0.41	1	204761	0;0	0	1	1
1158	Partner/1158	0.5	0.41	1	204762	0;0	0	1	1
1159	Partner/1159	0.5	0.41	1	204763	0;0	0	1	1
1160	Partner/1160	0.5	0.41	1	204764	0;0	0	1	1
1161	Partner/1161	0.5	0.41	1	204765	0;0	0	1	1
1162	Partner/1162	0.5	0.38	1	204752	0;0	0	1	1
1163	Partner/1163	0.5	0.55	1	204770	498;861	0	1	1
1165	Partner/1165	0.5	0.56	1	204784	0;0	0	1	1
1166	Partner/1166	0.5	0.55	1	204785	521;760.4	0	1	1
1167	Partner/1167	0.5	0.55	1	204786	0;0	0	1	1
1168	Partner/1168	0.5	0.55	1	204787	516.5;801.5	0	1	1
1169	Partner/1169	0.5	0.55	1	204788	530;888	0	1	1
1170	Partner/1170	0.5	0.55	1	204790	523;848	0	1	1
1171	Partner/1171	0.5	0.55	1	204822	0;0	0	1	1
1172	Partner/1172	0.5	0.56	1	204792	484;854	0	1	1
1173	Partner/1173	0.5	0.56	1	204793	0;0	0	1	1
1175	Partner/1175	0.5	0.56	1	204795	520;893	0	1	1
1176	Partner/1176	0.5	0.5	1	204796	477;777	0	1	1
1177	Partner/1177	0.5	0.6	1	204665	519;909	0	1	1
1178	Partner/1178	0.5	0.54	1	204797	512;891	0	1	1
1179	Partner/1179	0.5	0.44	1	204798	544;759	0	1	1
1180	Partner/1180	0.5	0.54	1	204799	511;873	0	1	1
